light_id,season,avg_temperature_c,rainfall_mm,failure_risk_score,predicted_failure_date
SL-2477,summer,36.28,27.17,0.85,2026-04-10
SL-2477,winter,23.93,18.82,0.44,
SL-2478,monsoon,27.77,203.29,0.83,2026-04-20
SL-2478,summer,35.87,38.4,0.71,2026-05-12
SL-2478,winter,19.14,14.32,0.44,
SL-2479,monsoon,25.45,168.2,0.86,2026-03-30
SL-2479,summer,32.34,34.81,0.75,2026-04-25
SL-2479,winter,22.28,18.67,0.33,
SL-2480,monsoon,28.27,240.19,0.99,2026-03-22
SL-2480,summer,35.62,39.95,0.9,2026-04-04
SL-2480,winter,20.57,8.17,0.64,2026-04-07
SL-2481,monsoon,26.7,243.06,0.99,2026-03-22
SL-2481,summer,33.71,38.12,0.66,2026-03-26
SL-2481,winter,20.09,19.24,0.44,
SL-2482,monsoon,27.3,184.13,0.99,2026-03-22
SL-2482,summer,32.25,24.01,0.82,2026-03-24
SL-2482,winter,21.72,19.88,0.46,
SL-2483,monsoon,29.93,186.0,0.96,2026-03-23
SL-2483,summer,34.27,18.41,0.85,2026-04-09
SL-2483,winter,22.32,11.66,0.61,2026-03-31
SL-2484,monsoon,25.11,187.49,0.99,2026-03-22
SL-2484,summer,33.11,22.79,0.82,2026-03-28
SL-2484,winter,20.11,8.17,0.37,
SL-2485,monsoon,29.39,174.32,0.96,2026-03-23
SL-2485,summer,33.51,23.43,0.78,2026-04-11
SL-2485,winter,21.22,7.39,0.43,
SL-2486,monsoon,27.01,176.2,0.95,2026-03-30
SL-2486,summer,34.42,16.35,0.76,2026-04-09
SL-2486,winter,24.94,18.48,0.51,2026-04-14
SL-2487,monsoon,25.54,199.97,0.99,2026-03-22
SL-2487,summer,32.65,33.48,0.73,2026-04-12
SL-2487,winter,22.0,15.0,0.4,
SL-2488,monsoon,25.08,178.47,0.94,2026-03-28
SL-2488,summer,32.5,38.16,0.67,2026-05-11
SL-2488,winter,23.3,15.72,0.47,
SL-2489,monsoon,29.12,182.49,0.86,2026-03-23
SL-2489,summer,37.53,26.57,0.81,2026-04-19
SL-2489,winter,21.27,13.58,0.52,2026-04-11
SL-2490,monsoon,27.34,217.59,0.99,2026-03-22
SL-2490,summer,32.81,35.52,0.66,2026-05-11
SL-2490,winter,22.59,10.34,0.54,2026-06-12
SL-2491,monsoon,27.1,175.65,0.99,2026-03-23
SL-2491,summer,34.03,19.01,0.77,2026-04-09
SL-2491,winter,21.95,5.59,0.52,2026-06-05
SL-2492,monsoon,28.24,177.39,0.88,2026-04-09
SL-2492,summer,34.25,37.89,0.67,2026-04-23
SL-2492,winter,21.61,10.72,0.45,
SL-2493,monsoon,28.64,204.0,0.99,2026-03-23
SL-2493,summer,35.66,34.07,0.83,2026-04-09
SL-2493,winter,18.96,16.9,0.53,2026-04-07
SL-2494,monsoon,27.37,198.4,0.89,2026-04-06
SL-2494,summer,37.2,19.8,0.72,2026-04-07
SL-2494,winter,24.68,10.51,0.35,
SL-2495,monsoon,29.94,184.75,0.88,2026-04-04
SL-2495,summer,32.12,31.74,0.65,2026-03-28
SL-2495,winter,18.12,16.27,0.47,
SL-2496,monsoon,25.41,197.72,0.86,2026-04-12
SL-2496,summer,36.18,30.99,0.73,2026-03-27
SL-2496,winter,21.23,5.76,0.36,
SL-2497,monsoon,27.62,235.4,0.98,2026-03-25
SL-2497,summer,34.67,26.13,0.78,2026-04-03
SL-2497,winter,20.49,11.96,0.58,2026-05-14
SL-2498,monsoon,25.33,195.08,0.86,2026-04-03
SL-2498,summer,32.91,37.13,0.78,2026-04-25
SL-2498,winter,22.64,9.78,0.49,
SL-2499,monsoon,26.25,172.23,0.86,2026-03-23
SL-2499,summer,32.3,25.06,0.64,2026-04-04
SL-2499,winter,23.86,8.68,0.36,
SL-2500,monsoon,28.75,244.56,0.84,2026-04-04
SL-2500,summer,34.19,36.38,0.67,2026-05-14
SL-2500,winter,19.99,18.34,0.37,
SL-2501,monsoon,26.08,183.16,0.88,2026-04-09
SL-2501,summer,34.12,30.81,0.63,2026-05-22
SL-2501,winter,21.44,6.51,0.26,
SL-2502,monsoon,25.34,244.85,0.98,2026-03-24
SL-2502,summer,34.43,35.69,0.75,2026-05-01
SL-2502,winter,21.19,12.64,0.4,
SL-2503,monsoon,25.26,221.79,0.93,2026-04-01
SL-2503,summer,32.93,16.6,0.68,2026-03-30
SL-2503,winter,18.92,12.21,0.36,
SL-2504,monsoon,27.7,163.69,0.96,2026-03-25
SL-2504,summer,32.69,17.18,0.78,2026-04-22
SL-2504,winter,23.68,19.24,0.53,2026-05-07
SL-2505,monsoon,25.91,229.49,0.93,2026-03-29
SL-2505,summer,32.46,21.86,0.74,2026-04-15
SL-2505,winter,23.05,18.43,0.38,
SL-2506,monsoon,26.87,231.96,0.99,2026-03-22
SL-2506,summer,36.93,24.32,0.74,2026-04-20
SL-2506,winter,19.81,15.89,0.54,2026-05-26
SL-2507,monsoon,26.94,190.22,0.96,
SL-2507,summer,33.77,37.22,0.84,
SL-2507,winter,23.24,8.09,0.46,
SL-2508,monsoon,28.75,219.24,0.84,
SL-2508,summer,36.5,37.1,0.63,
SL-2508,winter,22.11,6.19,0.45,
SL-2509,monsoon,26.29,208.82,0.95,2026-03-24
SL-2509,summer,36.02,35.61,0.57,2026-05-14
SL-2509,winter,21.26,13.51,0.33,
SL-2510,monsoon,28.01,230.89,0.85,2026-04-04
SL-2510,summer,32.74,33.15,0.83,2026-03-24
SL-2510,winter,20.5,17.53,0.48,
SL-2511,monsoon,29.82,225.65,0.9,2026-04-07
SL-2511,summer,34.14,31.15,0.57,2026-04-25
SL-2511,winter,21.96,7.83,0.37,
SL-2512,monsoon,27.98,226.9,0.92,2026-04-04
SL-2512,summer,37.82,23.58,0.71,2026-05-01
SL-2512,winter,24.77,12.03,0.4,
SL-2513,monsoon,25.72,200.56,0.98,2026-03-23
SL-2513,summer,37.11,29.53,0.7,2026-05-03
SL-2513,winter,19.58,7.25,0.44,
SL-2514,monsoon,28.78,157.08,0.83,
SL-2514,summer,33.68,25.95,0.77,
SL-2514,winter,22.95,17.16,0.34,
SL-2515,monsoon,27.15,164.19,0.97,2026-03-24
SL-2515,summer,32.46,27.84,0.68,2026-05-14
SL-2515,winter,22.52,10.06,0.54,2026-05-11
SL-2516,monsoon,29.42,200.47,0.96,2026-03-22
SL-2516,summer,37.5,25.68,0.8,2026-04-01
SL-2516,winter,23.24,9.06,0.54,2026-04-23
SL-2517,monsoon,29.52,168.31,0.89,2026-04-03
SL-2517,summer,37.11,22.44,0.62,2026-05-08
SL-2517,winter,21.34,18.55,0.4,
SL-2518,monsoon,29.65,153.56,0.97,2026-03-25
SL-2518,summer,32.09,23.33,0.79,2026-04-13
SL-2518,winter,24.31,5.3,0.49,
SL-2519,monsoon,27.17,154.52,0.88,2026-04-12
SL-2519,summer,33.93,15.31,0.7,2026-03-27
SL-2519,winter,22.46,9.22,0.53,2026-04-28
SL-2520,monsoon,28.18,150.5,0.87,2026-03-24
SL-2520,summer,32.73,21.38,0.7,2026-04-05
SL-2520,winter,22.97,15.72,0.5,
SL-2521,monsoon,25.18,249.97,0.99,2026-03-22
SL-2521,summer,36.89,38.36,0.74,2026-04-27
SL-2521,winter,22.88,17.25,0.52,2026-06-13
SL-2522,monsoon,27.71,163.75,0.89,2026-04-05
SL-2522,summer,36.97,19.38,0.64,2026-04-06
SL-2522,winter,19.79,18.5,0.43,
SL-2523,monsoon,27.15,232.89,0.99,2026-03-23
SL-2523,summer,35.67,21.76,0.89,2026-04-01
SL-2523,winter,24.59,10.98,0.6,2026-05-12
SL-2524,monsoon,25.11,150.16,0.91,
SL-2524,summer,32.87,34.87,0.77,
SL-2524,winter,19.29,10.06,0.46,
SL-2525,monsoon,27.1,244.56,0.99,2026-03-23
SL-2525,summer,33.51,37.06,0.74,2026-04-26
SL-2525,winter,21.15,11.71,0.52,2026-04-02
SL-2526,monsoon,27.45,211.71,0.88,2026-04-01
SL-2526,summer,32.32,23.2,0.75,2026-03-28
SL-2526,winter,24.76,17.46,0.46,
SL-2527,monsoon,29.73,161.62,0.9,2026-03-23
SL-2527,summer,36.96,35.67,0.67,2026-05-19
SL-2527,winter,24.9,18.22,0.5,
SL-2528,monsoon,28.01,233.85,0.99,2026-03-22
SL-2528,summer,34.38,32.92,0.75,2026-04-05
SL-2528,winter,23.24,12.63,0.44,
SL-2529,monsoon,26.7,194.07,0.99,2026-03-22
SL-2529,summer,36.87,21.45,0.9,2026-03-27
SL-2529,winter,22.52,7.48,0.53,2026-04-07
SL-2530,monsoon,25.67,229.72,0.97,2026-03-25
SL-2530,summer,37.5,32.77,0.71,2026-04-01
SL-2530,winter,23.43,11.33,0.32,
SL-2531,monsoon,28.77,182.08,0.99,2026-03-22
SL-2531,summer,33.65,30.52,0.71,2026-04-09
SL-2531,winter,20.07,12.81,0.47,
SL-2532,monsoon,26.22,179.66,0.88,2026-04-04
SL-2532,summer,37.85,20.9,0.74,2026-04-25
SL-2532,winter,23.91,17.71,0.5,
SL-2533,monsoon,25.18,217.51,0.9,2026-03-26
SL-2533,summer,34.91,17.82,0.72,2026-03-29
SL-2533,winter,23.24,7.57,0.45,
SL-2534,monsoon,25.04,193.01,0.86,2026-03-28
SL-2534,summer,35.63,38.36,0.66,2026-04-04
SL-2534,winter,23.52,11.25,0.55,2026-04-30
SL-2535,monsoon,26.57,166.6,0.94,2026-03-30
SL-2535,summer,36.35,39.77,0.78,2026-04-30
SL-2535,winter,20.65,18.08,0.44,
SL-2536,monsoon,29.7,224.46,0.89,2026-03-24
SL-2536,summer,35.77,16.61,0.79,2026-04-01
SL-2536,winter,23.02,13.29,0.39,
SL-2537,monsoon,26.25,215.27,0.93,2026-03-25
SL-2537,summer,33.97,17.25,0.61,2026-04-17
SL-2537,winter,21.21,9.12,0.35,
SL-2538,monsoon,25.18,238.78,0.99,2026-03-23
SL-2538,summer,35.94,24.38,0.73,2026-03-25
SL-2538,winter,23.33,11.7,0.48,
SL-2539,monsoon,28.85,169.43,0.78,2026-04-28
SL-2539,summer,36.48,27.88,0.63,2026-05-22
SL-2539,winter,19.79,12.34,0.31,
SL-2540,monsoon,27.67,213.17,0.95,2026-03-24
SL-2540,summer,35.79,29.05,0.73,2026-04-16
SL-2540,winter,21.17,11.94,0.52,2026-03-30
SL-2541,monsoon,25.18,249.09,0.99,2026-03-22
SL-2541,summer,32.38,36.55,0.78,2026-04-19
SL-2541,winter,24.22,19.91,0.52,2026-04-20
SL-2542,monsoon,28.58,227.41,0.86,2026-04-03
SL-2542,summer,36.18,24.1,0.78,2026-04-27
SL-2542,winter,23.75,16.87,0.55,2026-05-05
SL-2543,monsoon,29.57,194.14,0.99,2026-03-23
SL-2543,summer,36.56,20.37,0.81,2026-04-01
SL-2543,winter,21.72,8.35,0.39,
SL-2544,monsoon,27.15,175.08,0.98,2026-03-23
SL-2544,summer,37.47,26.06,0.85,2026-03-24
SL-2544,winter,19.83,6.5,0.35,
SL-2545,monsoon,28.2,242.68,0.99,2026-03-22
SL-2545,summer,32.83,19.34,0.77,2026-04-14
SL-2545,winter,20.42,6.7,0.52,2026-04-30
SL-2546,monsoon,25.62,193.47,0.88,2026-03-27
SL-2546,summer,35.51,17.63,0.79,2026-04-03
SL-2546,winter,20.78,14.05,0.42,
SL-2547,monsoon,28.92,186.89,0.91,2026-03-26
SL-2547,summer,34.8,27.58,0.7,2026-05-09
SL-2547,winter,20.17,18.54,0.46,
SL-2548,monsoon,26.34,162.12,0.9,2026-04-01
SL-2548,summer,34.67,20.03,0.67,2026-04-24
SL-2548,winter,19.82,6.77,0.53,2026-04-06
SL-2549,monsoon,27.48,198.54,0.99,2026-03-22
SL-2549,summer,35.71,24.88,0.8,2026-03-27
SL-2549,winter,21.33,10.16,0.41,
SL-2550,monsoon,27.76,213.24,0.87,2026-04-05
SL-2550,summer,34.69,32.64,0.6,2026-04-28
SL-2550,winter,21.43,12.66,0.44,
SL-2551,monsoon,26.62,216.19,0.92,2026-03-25
SL-2551,summer,35.76,28.97,0.76,2026-04-13
SL-2551,winter,24.67,11.48,0.48,
SL-2552,monsoon,28.19,221.13,0.99,2026-03-22
SL-2552,summer,33.22,33.08,0.69,2026-04-25
SL-2552,winter,19.59,19.79,0.4,
SL-2553,monsoon,29.39,214.73,0.91,2026-04-03
SL-2553,summer,33.64,32.47,0.84,2026-04-05
SL-2553,winter,23.44,19.53,0.43,
SL-2554,monsoon,27.88,239.33,0.92,2026-03-28
SL-2554,summer,33.78,34.17,0.68,2026-04-22
SL-2554,winter,21.15,17.56,0.49,
SL-2555,monsoon,25.31,164.91,0.98,2026-03-22
SL-2555,summer,34.04,33.73,0.76,2026-04-26
SL-2555,winter,18.75,11.35,0.54,2026-04-01
SL-2556,monsoon,27.39,150.05,0.89,2026-03-31
SL-2556,summer,36.71,28.48,0.76,2026-04-16
SL-2556,winter,24.43,12.83,0.47,
SL-2557,monsoon,26.79,249.03,0.93,
SL-2557,summer,36.19,17.52,0.72,
SL-2557,winter,19.72,14.29,0.44,
SL-2558,monsoon,27.23,166.06,0.93,2026-03-23
SL-2558,summer,33.51,27.17,0.66,2026-04-23
SL-2558,winter,24.87,14.41,0.4,
SL-2559,monsoon,26.23,193.68,0.99,2026-03-23
SL-2559,summer,34.89,15.75,0.79,2026-04-21
SL-2559,winter,20.27,19.29,0.43,
SL-2560,monsoon,25.35,244.1,0.83,2026-04-06
SL-2560,summer,34.45,26.87,0.61,2026-04-27
SL-2560,winter,18.6,18.68,0.45,
SL-2561,monsoon,28.43,166.12,0.99,2026-03-23
SL-2561,summer,36.92,37.17,0.69,2026-04-08
SL-2561,winter,18.69,17.62,0.45,
SL-2562,monsoon,26.51,156.7,0.98,2026-03-23
SL-2562,summer,34.95,24.9,0.83,2026-04-17
SL-2562,winter,18.5,14.88,0.38,
SL-2563,monsoon,28.46,175.39,0.96,2026-03-24
SL-2563,summer,35.52,30.86,0.72,2026-03-30
SL-2563,winter,19.58,14.13,0.45,
SL-2564,monsoon,27.06,236.24,0.97,2026-03-22
SL-2564,summer,35.89,18.86,0.74,2026-05-05
SL-2564,winter,18.83,13.95,0.36,
SL-2565,monsoon,26.1,201.8,0.97,2026-03-25
SL-2565,summer,34.16,29.99,0.73,2026-04-02
SL-2565,winter,19.17,5.33,0.55,2026-03-31
SL-2566,monsoon,25.68,228.9,0.93,2026-03-22
SL-2566,summer,32.8,21.75,0.63,2026-05-22
SL-2566,winter,23.0,12.31,0.45,
SL-2567,monsoon,27.38,236.66,0.9,2026-04-03
SL-2567,summer,35.05,16.79,0.64,2026-05-21
SL-2567,winter,21.42,11.37,0.37,
SL-2568,monsoon,26.11,171.75,0.99,2026-03-22
SL-2568,summer,37.57,33.35,0.81,2026-04-20
SL-2568,winter,19.04,6.93,0.52,2026-04-18
SL-2569,monsoon,26.63,181.18,0.88,2026-03-26
SL-2569,summer,34.87,35.69,0.71,2026-05-05
SL-2569,winter,24.57,13.33,0.36,
SL-2570,monsoon,27.57,221.45,0.99,2026-03-22
SL-2570,summer,35.43,39.56,0.79,2026-04-24
SL-2570,winter,24.77,16.25,0.48,
SL-2571,monsoon,27.7,190.2,0.99,2026-03-23
SL-2571,summer,33.59,25.52,0.76,2026-04-02
SL-2571,winter,18.15,7.62,0.64,2026-04-02
SL-2572,monsoon,27.79,246.47,0.97,2026-03-26
SL-2572,summer,36.57,30.65,0.86,2026-03-25
SL-2572,winter,20.85,10.56,0.58,2026-06-05
SL-2573,monsoon,26.16,174.54,0.92,2026-03-31
SL-2573,summer,32.04,39.66,0.74,2026-03-25
SL-2573,winter,19.62,12.43,0.41,
SL-2574,monsoon,28.5,151.15,0.99,2026-03-22
SL-2574,summer,37.92,19.09,0.72,2026-05-01
SL-2574,winter,19.04,12.3,0.45,
SL-2575,monsoon,29.89,194.61,0.96,
SL-2575,summer,34.67,18.25,0.76,
SL-2575,winter,23.74,11.45,0.38,
SL-2576,monsoon,27.21,246.51,0.85,2026-04-12
SL-2576,summer,33.39,35.17,0.67,2026-04-23
SL-2576,winter,20.25,9.85,0.45,
SL-2577,monsoon,26.02,199.94,0.85,
SL-2577,summer,32.23,39.06,0.84,
SL-2577,winter,24.28,13.04,0.38,
SL-2578,monsoon,28.77,154.5,0.99,2026-03-22
SL-2578,summer,33.89,35.7,0.7,2026-04-04
SL-2578,winter,18.85,19.99,0.43,
SL-2579,monsoon,27.07,245.51,0.9,2026-03-29
SL-2579,summer,37.7,20.97,0.65,2026-04-30
SL-2579,winter,23.26,12.72,0.41,
SL-2580,monsoon,29.83,159.55,0.99,2026-03-22
SL-2580,summer,34.51,20.05,0.77,2026-04-26
SL-2580,winter,18.07,10.81,0.47,
SL-2581,monsoon,29.88,237.51,0.86,2026-04-15
SL-2581,summer,37.45,16.36,0.69,2026-05-03
SL-2581,winter,19.97,13.18,0.42,
SL-2582,monsoon,25.53,169.68,0.92,2026-04-02
SL-2582,summer,34.23,28.82,0.81,2026-04-05
SL-2582,winter,21.34,12.82,0.45,
SL-2583,monsoon,28.11,188.6,0.99,2026-03-23
SL-2583,summer,34.32,36.07,0.71,2026-05-05
SL-2583,winter,20.95,13.23,0.53,2026-06-07
SL-2584,monsoon,25.9,195.11,0.99,2026-03-23
SL-2584,summer,35.14,19.68,0.78,2026-03-26
SL-2584,winter,18.12,10.85,0.38,
SL-2585,monsoon,29.25,207.04,0.82,
SL-2585,summer,35.44,33.1,0.58,
SL-2585,winter,20.51,14.91,0.26,
SL-2586,monsoon,26.51,175.76,0.9,2026-04-06
SL-2586,summer,36.35,36.54,0.61,2026-04-20
SL-2586,winter,24.11,9.24,0.4,
SL-2587,monsoon,28.05,226.14,0.87,2026-04-03
SL-2587,summer,35.7,39.85,0.69,2026-05-11
SL-2587,winter,20.65,17.2,0.38,
SL-2588,monsoon,27.84,158.61,0.88,2026-03-23
SL-2588,summer,35.18,38.49,0.76,2026-05-01
SL-2588,winter,21.33,15.35,0.49,
SL-2589,monsoon,25.95,213.61,0.86,2026-03-26
SL-2589,summer,36.54,32.66,0.67,2026-03-24
SL-2589,winter,18.81,13.34,0.42,
SL-2590,monsoon,27.31,161.12,0.88,2026-04-02
SL-2590,summer,35.39,20.97,0.65,2026-04-14
SL-2590,winter,18.61,7.66,0.5,
SL-2591,monsoon,26.59,161.25,0.99,2026-03-22
SL-2591,summer,35.55,35.14,0.85,2026-04-06
SL-2591,winter,18.32,8.63,0.55,2026-06-09
SL-2592,monsoon,25.53,208.67,0.98,2026-03-25
SL-2592,summer,32.87,26.61,0.82,2026-03-23
SL-2592,winter,20.75,12.62,0.41,
SL-2593,monsoon,27.81,235.79,0.91,2026-03-30
SL-2593,summer,34.45,27.21,0.73,2026-05-01
SL-2593,winter,21.14,15.05,0.51,2026-04-16
SL-2594,monsoon,26.17,167.98,0.85,2026-04-03
SL-2594,summer,36.6,36.78,0.7,2026-04-26
SL-2594,winter,23.54,18.01,0.49,
SL-2595,monsoon,25.3,213.79,0.99,2026-03-22
SL-2595,summer,36.08,34.42,0.84,2026-04-09
SL-2595,winter,18.94,16.16,0.6,2026-04-10
SL-2596,monsoon,25.5,156.21,0.99,2026-03-23
SL-2596,summer,33.18,35.12,0.69,2026-05-10
SL-2596,winter,21.49,11.54,0.38,
SL-2597,monsoon,25.7,152.5,0.95,2026-03-24
SL-2597,summer,33.93,30.28,0.68,2026-04-12
SL-2597,winter,21.28,7.6,0.41,
SL-2598,monsoon,28.21,189.07,0.99,2026-03-23
SL-2598,summer,36.74,21.44,0.79,2026-04-08
SL-2598,winter,22.7,6.81,0.47,
SL-2599,monsoon,27.58,154.6,0.8,2026-04-10
SL-2599,summer,32.92,23.12,0.57,2026-05-03
SL-2599,winter,22.89,17.74,0.36,
SL-2600,monsoon,28.73,210.18,0.95,2026-03-23
SL-2600,summer,33.7,32.41,0.69,2026-04-12
SL-2600,winter,19.92,10.03,0.27,
SL-2601,monsoon,28.12,219.95,0.96,2026-03-27
SL-2601,summer,32.46,36.65,0.83,2026-03-25
SL-2601,winter,19.43,9.17,0.5,
SL-2602,monsoon,27.29,178.07,0.86,2026-04-10
SL-2602,summer,34.35,17.83,0.78,2026-04-22
SL-2602,winter,18.45,11.34,0.3,
SL-2603,monsoon,29.05,224.27,0.99,2026-03-22
SL-2603,summer,33.91,24.14,0.67,2026-03-26
SL-2603,winter,23.97,19.14,0.52,2026-04-27
SL-2604,monsoon,27.35,159.97,0.98,2026-03-23
SL-2604,summer,33.87,31.55,0.84,2026-04-08
SL-2604,winter,18.19,7.94,0.41,
SL-2605,monsoon,29.31,210.23,0.99,
SL-2605,summer,36.93,36.52,0.75,
SL-2605,winter,19.26,6.76,0.51,
SL-2606,monsoon,29.96,179.84,0.97,2026-03-25
SL-2606,summer,34.51,36.11,0.65,2026-05-21
SL-2606,winter,19.69,16.91,0.44,
SL-2607,monsoon,25.57,220.74,0.82,2026-04-20
SL-2607,summer,32.39,34.06,0.79,2026-04-25
SL-2607,winter,23.92,18.16,0.4,
SL-2608,monsoon,29.08,179.39,0.89,2026-03-26
SL-2608,summer,32.44,37.93,0.82,2026-04-05
SL-2608,winter,19.38,6.98,0.53,2026-04-06
SL-2609,monsoon,26.22,203.18,0.93,2026-03-30
SL-2609,summer,32.23,21.98,0.77,2026-03-26
SL-2609,winter,21.58,5.18,0.51,2026-05-07
SL-2610,monsoon,29.77,232.0,0.74,
SL-2610,summer,37.52,22.81,0.7,
SL-2610,winter,24.13,17.85,0.25,
SL-2611,monsoon,29.07,234.69,0.85,2026-03-31
SL-2611,summer,37.64,23.7,0.85,2026-04-14
SL-2611,winter,21.13,6.57,0.36,
SL-2612,monsoon,26.92,161.64,0.99,2026-03-23
SL-2612,summer,33.14,15.63,0.78,2026-04-26
SL-2612,winter,18.8,16.53,0.39,
SL-2613,monsoon,28.23,242.2,0.82,2026-04-20
SL-2613,summer,36.96,15.48,0.7,2026-04-02
SL-2613,winter,20.28,8.43,0.3,
SL-2614,monsoon,25.61,175.43,0.89,2026-03-23
SL-2614,summer,36.02,16.12,0.72,2026-05-02
SL-2614,winter,22.58,8.32,0.54,2026-04-25
SL-2615,monsoon,29.58,187.91,0.95,2026-03-25
SL-2615,summer,34.38,37.82,0.73,2026-04-19
SL-2615,winter,21.12,16.77,0.45,
SL-2616,monsoon,25.87,247.33,0.92,2026-03-28
SL-2616,summer,33.61,22.93,0.68,2026-04-27
SL-2616,winter,19.48,14.93,0.44,
SL-2617,monsoon,29.87,170.39,0.99,2026-03-23
SL-2617,summer,37.16,27.31,0.83,2026-04-17
SL-2617,winter,23.44,19.44,0.6,2026-04-14
SL-2618,monsoon,26.94,184.53,0.95,2026-03-29
SL-2618,summer,35.72,17.79,0.66,2026-05-18
SL-2618,winter,22.6,14.01,0.54,2026-05-08
SL-2619,monsoon,29.9,150.19,0.99,2026-03-22
SL-2619,summer,34.27,33.33,0.61,2026-05-15
SL-2619,winter,21.73,5.25,0.42,
SL-2620,monsoon,25.15,234.7,0.99,2026-03-22
SL-2620,summer,35.22,38.25,0.74,2026-03-24
SL-2620,winter,19.71,15.0,0.48,
SL-2621,monsoon,26.05,159.3,0.82,2026-03-27
SL-2621,summer,37.5,17.51,0.77,2026-03-26
SL-2621,winter,21.07,18.01,0.49,
SL-2622,monsoon,29.15,190.44,0.91,2026-03-28
SL-2622,summer,32.54,22.73,0.81,2026-04-24
SL-2622,winter,21.45,9.06,0.42,
SL-2623,monsoon,29.61,173.89,0.9,2026-03-23
SL-2623,summer,37.7,36.91,0.7,2026-03-24
SL-2623,winter,22.06,9.94,0.5,
SL-2624,monsoon,25.56,175.62,0.92,2026-03-28
SL-2624,summer,33.37,29.26,0.7,2026-04-03
SL-2624,winter,24.06,9.14,0.41,
SL-2625,monsoon,29.17,197.97,0.86,2026-03-28
SL-2625,summer,34.99,21.59,0.66,2026-04-01
SL-2625,winter,21.78,18.9,0.51,2026-04-28
SL-2626,monsoon,27.18,206.51,0.89,2026-04-10
SL-2626,summer,36.61,32.92,0.65,2026-04-18
SL-2626,winter,20.94,6.85,0.36,
SL-2627,monsoon,26.51,182.91,0.99,2026-03-23
SL-2627,summer,32.31,16.09,0.69,2026-04-21
SL-2627,winter,24.16,5.28,0.43,
SL-2628,monsoon,26.2,226.9,0.86,2026-03-25
SL-2628,summer,36.4,30.41,0.59,2026-04-02
SL-2628,winter,24.3,15.33,0.25,
SL-2629,monsoon,26.18,158.05,0.96,2026-03-29
SL-2629,summer,33.38,33.76,0.74,2026-04-01
SL-2629,winter,18.96,17.83,0.35,
SL-2630,monsoon,27.28,214.46,0.95,2026-03-24
SL-2630,summer,37.76,23.19,0.69,2026-04-22
SL-2630,winter,21.94,5.8,0.49,
SL-2631,monsoon,28.04,224.25,0.99,2026-03-23
SL-2631,summer,37.36,25.08,0.81,2026-04-21
SL-2631,winter,22.31,12.49,0.6,2026-04-16
SL-2632,monsoon,25.55,227.96,0.92,2026-03-28
SL-2632,summer,36.86,36.48,0.63,2026-05-22
SL-2632,winter,22.4,15.49,0.34,
SL-2633,monsoon,29.28,245.3,0.99,2026-03-22
SL-2633,summer,34.26,31.35,0.72,2026-03-26
SL-2633,winter,22.03,9.92,0.4,
SL-2634,monsoon,25.43,215.24,0.99,2026-03-23
SL-2634,summer,36.84,17.18,0.7,2026-04-09
SL-2634,winter,19.7,7.11,0.53,2026-04-14
SL-2635,monsoon,28.6,214.2,0.94,2026-03-26
SL-2635,summer,32.47,16.91,0.81,2026-04-20
SL-2635,winter,22.31,14.37,0.54,2026-05-28
SL-2636,monsoon,27.36,211.17,0.99,2026-03-22
SL-2636,summer,33.77,28.12,0.85,2026-03-24
SL-2636,winter,22.29,5.18,0.47,
SL-2637,monsoon,25.55,152.5,0.99,2026-03-23
SL-2637,summer,33.21,31.34,0.79,2026-03-29
SL-2637,winter,19.34,14.41,0.44,
SL-2638,monsoon,27.61,222.91,0.99,
SL-2638,summer,33.66,36.45,0.82,
SL-2638,winter,22.14,14.23,0.4,
SL-2639,monsoon,29.76,248.98,0.94,2026-03-28
SL-2639,summer,32.18,20.85,0.72,2026-03-31
SL-2639,winter,22.17,16.01,0.27,
SL-2640,monsoon,26.3,222.46,0.98,2026-03-25
SL-2640,summer,36.91,16.1,0.75,2026-03-24
SL-2640,winter,18.04,13.21,0.48,
SL-2641,monsoon,27.52,181.92,0.99,2026-03-22
SL-2641,summer,33.85,31.93,0.78,2026-04-24
SL-2641,winter,22.75,18.94,0.36,
SL-2642,monsoon,29.57,217.15,0.83,2026-04-11
SL-2642,summer,34.7,17.39,0.67,2026-04-18
SL-2642,winter,21.68,6.81,0.47,
SL-2643,monsoon,27.36,173.92,0.88,2026-04-08
SL-2643,summer,32.27,29.56,0.69,2026-04-23
SL-2643,winter,24.06,18.77,0.38,
SL-2644,monsoon,26.83,223.81,0.99,2026-03-23
SL-2644,summer,36.27,16.97,0.75,2026-04-07
SL-2644,winter,24.81,17.43,0.54,2026-05-24
SL-2645,monsoon,29.33,164.11,0.99,2026-03-22
SL-2645,summer,33.72,36.0,0.79,2026-04-21
SL-2645,winter,20.13,11.03,0.35,
SL-2646,monsoon,29.52,164.28,0.99,2026-03-22
SL-2646,summer,34.38,35.21,0.76,2026-04-10
SL-2646,winter,19.16,13.77,0.49,
SL-2647,monsoon,26.92,163.98,0.99,2026-03-22
SL-2647,summer,32.48,27.34,0.65,2026-04-04
SL-2647,winter,24.6,10.8,0.39,
SL-2648,monsoon,28.47,214.0,0.92,2026-04-01
SL-2648,summer,32.28,25.59,0.79,2026-03-24
SL-2648,winter,18.93,15.28,0.45,
SL-2649,monsoon,28.03,166.33,0.88,2026-03-29
SL-2649,summer,37.89,25.51,0.64,2026-04-16
SL-2649,winter,24.93,19.01,0.44,
