light_id,grid_zone,avg_load_percent,outage_history_count
SL-1470,ZONE-A,76.61,1
SL-1471,ZONE-B,81.46,5
SL-1472,ZONE-C,68.99,1
SL-1473,ZONE-D,76.32,3
SL-1474,ZONE-E,66.18,2
SL-1475,ZONE-A,72.54,2
SL-1476,ZONE-B,77.86,4
SL-1477,ZONE-C,70.37,1
SL-1478,ZONE-D,79.36,3
SL-1479,ZONE-E,70.58,2
SL-1480,ZONE-A,74.45,2
SL-1481,ZONE-B,79.52,3
SL-1482,ZONE-C,67.31,1
SL-1483,ZONE-D,73.18,0
SL-1484,ZONE-E,71.71,1
SL-1485,ZONE-A,75.48,2
SL-1486,ZONE-B,83.96,6
SL-1487,ZONE-C,69.3,0
SL-1488,ZONE-D,73.53,1
SL-1489,ZONE-E,73.69,0
SL-1490,ZONE-A,73.88,0
SL-1491,ZONE-B,77.53,3
SL-1492,ZONE-C,68.43,0
SL-1493,ZONE-D,81.11,8
SL-1494,ZONE-E,70.02,2
SL-1495,ZONE-A,72.22,0
SL-1496,ZONE-B,79.08,3
SL-1497,ZONE-C,63.44,2
SL-1498,ZONE-D,80.8,3
SL-1499,ZONE-E,74.29,1
SL-1500,ZONE-A,72.79,2
SL-1501,ZONE-B,86.41,4
SL-1502,ZONE-C,68.3,2
SL-1503,ZONE-D,77.67,3
SL-1504,ZONE-E,67.92,1
SL-1505,ZONE-A,77.29,4
SL-1506,ZONE-B,77.8,2
SL-1507,ZONE-C,71.09,1
SL-1508,ZONE-D,79.05,3
SL-1509,ZONE-E,70.4,0
SL-1510,ZONE-A,75.41,3
SL-1511,ZONE-B,78.71,3
SL-1512,ZONE-C,64.15,0
SL-1513,ZONE-D,75.56,1
SL-1514,ZONE-E,69.24,1
SL-1515,ZONE-A,77.55,4
SL-1516,ZONE-B,78.91,1
SL-1517,ZONE-C,64.85,0
SL-1518,ZONE-D,83.0,5
SL-1519,ZONE-E,68.52,1
SL-1520,ZONE-A,75.61,1
SL-1521,ZONE-B,82.92,8
SL-1522,ZONE-C,66.19,0
SL-1523,ZONE-D,73.3,2
SL-1524,ZONE-E,75.13,2
SL-1525,ZONE-A,74.23,0
SL-1526,ZONE-B,84.82,3
SL-1527,ZONE-C,70.43,2
SL-1528,ZONE-D,75.24,3
SL-1529,ZONE-E,72.98,0
SL-1530,ZONE-A,76.62,3
SL-1531,ZONE-B,79.77,1
SL-1532,ZONE-C,68.07,0
SL-1533,ZONE-D,81.49,4
SL-1534,ZONE-E,69.42,0
SL-1535,ZONE-A,75.33,2
SL-1536,ZONE-B,83.16,6
SL-1537,ZONE-C,66.79,1
SL-1538,ZONE-D,77.6,3
SL-1539,ZONE-E,67.25,1
SL-1540,ZONE-A,72.66,2
SL-1541,ZONE-B,83.55,3
SL-1542,ZONE-C,64.19,0
SL-1543,ZONE-D,75.5,3
SL-1544,ZONE-E,74.45,0
SL-1545,ZONE-A,72.25,2
SL-1546,ZONE-B,85.84,4
SL-1547,ZONE-C,69.36,0
SL-1548,ZONE-D,78.93,2
SL-1549,ZONE-E,71.38,1
SL-1550,ZONE-A,72.26,1
SL-1551,ZONE-B,78.09,2
SL-1552,ZONE-C,71.31,2
SL-1553,ZONE-D,78.44,4
SL-1554,ZONE-E,68.26,0
SL-1555,ZONE-A,76.96,4
SL-1556,ZONE-B,83.84,4
SL-1557,ZONE-C,63.31,2
SL-1558,ZONE-D,81.45,8
SL-1559,ZONE-E,72.38,1
SL-1560,ZONE-A,78.77,1
SL-1561,ZONE-B,79.41,1
SL-1562,ZONE-C,67.84,0
SL-1563,ZONE-D,74.17,1
SL-1564,ZONE-E,73.49,1
SL-1565,ZONE-A,76.04,2
SL-1566,ZONE-B,84.21,7
SL-1567,ZONE-C,66.59,0
SL-1568,ZONE-D,82.2,3
SL-1569,ZONE-E,66.5,0
SL-1570,ZONE-A,74.3,0
SL-1571,ZONE-B,84.85,4
SL-1572,ZONE-C,67.05,1
SL-1573,ZONE-D,77.66,2
SL-1574,ZONE-E,71.04,2
SL-1575,ZONE-A,71.68,2
SL-1576,ZONE-B,79.8,1
SL-1577,ZONE-C,70.74,0
SL-1578,ZONE-D,76.67,2
SL-1579,ZONE-E,69.01,2
SL-1580,ZONE-A,73.43,0
SL-1581,ZONE-B,78.68,1
SL-1582,ZONE-C,70.68,0
SL-1583,ZONE-D,78.6,1
SL-1584,ZONE-E,68.04,1
SL-1585,ZONE-A,78.34,4
SL-1586,ZONE-B,84.24,3
SL-1587,ZONE-C,70.72,2
SL-1588,ZONE-D,82.26,3
SL-1589,ZONE-E,67.26,1
SL-1590,ZONE-A,79.2,4
SL-1591,ZONE-B,80.95,6
SL-1592,ZONE-C,66.47,0
SL-1593,ZONE-D,78.11,3
SL-1594,ZONE-E,75.21,3
SL-1595,ZONE-A,78.41,3
SL-1596,ZONE-B,80.7,4
SL-1597,ZONE-C,68.56,2
SL-1598,ZONE-D,79.5,3
SL-1599,ZONE-E,71.37,0
SL-1600,ZONE-A,77.08,3
SL-1601,ZONE-B,78.77,3
SL-1602,ZONE-C,71.49,0
SL-1603,ZONE-D,76.35,1
SL-1604,ZONE-E,70.18,2
SL-1605,ZONE-A,79.18,2
SL-1606,ZONE-B,78.62,4
SL-1607,ZONE-C,72.19,0
SL-1608,ZONE-D,80.04,8
SL-1609,ZONE-E,74.41,0
SL-1610,ZONE-A,77.96,3
SL-1611,ZONE-B,81.28,6
SL-1612,ZONE-C,66.56,2
SL-1613,ZONE-D,77.23,3
SL-1614,ZONE-E,69.01,1
SL-1615,ZONE-A,78.36,3
SL-1616,ZONE-B,77.41,4
SL-1617,ZONE-C,65.22,0
SL-1618,ZONE-D,78.32,4
SL-1619,ZONE-E,74.16,0
SL-1620,ZONE-A,70.6,2
SL-1621,ZONE-B,80.53,7
SL-1622,ZONE-C,70.49,2
SL-1623,ZONE-D,73.15,2
SL-1624,ZONE-E,74.86,1
SL-1625,ZONE-A,78.72,2
SL-1626,ZONE-B,82.17,8
SL-1627,ZONE-C,71.51,2
SL-1628,ZONE-D,76.45,1
SL-1629,ZONE-E,70.11,0
SL-1630,ZONE-A,76.32,1
SL-1631,ZONE-B,80.52,4
SL-1632,ZONE-C,71.0,1
SL-1633,ZONE-D,78.57,1
SL-1634,ZONE-E,73.31,0
SL-1635,ZONE-A,77.12,3
SL-1636,ZONE-B,84.26,3
SL-1637,ZONE-C,68.75,1
SL-1638,ZONE-D,75.16,4
SL-1639,ZONE-E,68.86,1
SL-1640,ZONE-A,71.79,0
SL-1641,ZONE-B,78.56,1
SL-1642,ZONE-C,63.56,0
SL-1643,ZONE-D,77.63,2
SL-1644,ZONE-E,70.59,1
SL-1645,ZONE-A,72.52,1
SL-1646,ZONE-B,84.86,5
SL-1647,ZONE-C,65.61,0
SL-1648,ZONE-D,81.54,5
SL-1649,ZONE-E,72.06,2
SL-1650,ZONE-A,73.68,2
SL-1651,ZONE-B,80.95,8
SL-1652,ZONE-C,63.58,0
SL-1653,ZONE-D,82.97,6
SL-1654,ZONE-E,70.41,1
SL-1655,ZONE-A,74.28,1
SL-1656,ZONE-B,83.91,3
SL-1657,ZONE-C,66.42,0
SL-1658,ZONE-D,78.59,1
SL-1659,ZONE-E,66.31,0
SL-1660,ZONE-A,72.15,0
SL-1661,ZONE-B,83.84,5
SL-1662,ZONE-C,70.21,2
SL-1663,ZONE-D,79.02,4
SL-1664,ZONE-E,74.94,1
SL-1665,ZONE-A,74.58,0
SL-1666,ZONE-B,82.24,7
SL-1667,ZONE-C,67.76,2
SL-1668,ZONE-D,81.67,6
SL-1669,ZONE-E,75.79,1
SL-1670,ZONE-A,74.16,2
SL-1671,ZONE-B,85.1,6
SL-1672,ZONE-C,66.7,2
SL-1673,ZONE-D,73.78,0
SL-1674,ZONE-E,74.98,2
SL-1675,ZONE-A,77.34,4
SL-1676,ZONE-B,79.55,3
SL-1677,ZONE-C,69.84,1
SL-1678,ZONE-D,73.89,1
SL-1679,ZONE-E,73.11,1
SL-1680,ZONE-A,72.18,0
SL-1681,ZONE-B,86.63,8
SL-1682,ZONE-C,63.39,1
SL-1683,ZONE-D,77.58,4
SL-1684,ZONE-E,73.65,2
SL-1685,ZONE-A,76.15,4
SL-1686,ZONE-B,79.89,3
SL-1687,ZONE-C,64.22,2
SL-1688,ZONE-D,81.67,3
SL-1689,ZONE-E,66.29,2
SL-1690,ZONE-A,70.36,0
SL-1691,ZONE-B,77.51,2
SL-1692,ZONE-C,66.53,0
SL-1693,ZONE-D,81.15,3
SL-1694,ZONE-E,72.88,1
SL-1695,ZONE-A,74.29,2
SL-1696,ZONE-B,80.19,8
SL-1697,ZONE-C,68.02,0
SL-1698,ZONE-D,80.58,3
SL-1699,ZONE-E,74.91,2
SL-1700,ZONE-A,76.95,2
SL-1701,ZONE-B,86.63,7
SL-1702,ZONE-C,65.91,2
SL-1703,ZONE-D,80.25,6
SL-1704,ZONE-E,66.6,1
SL-1705,ZONE-A,73.24,0
SL-1706,ZONE-B,86.25,6
SL-1707,ZONE-C,69.72,1
SL-1708,ZONE-D,74.62,1
SL-1709,ZONE-E,66.92,1
SL-1710,ZONE-A,72.06,0
SL-1711,ZONE-B,81.28,6
SL-1712,ZONE-C,70.08,0
SL-1713,ZONE-D,73.99,1
SL-1714,ZONE-E,68.1,1
SL-1715,ZONE-A,76.19,2
SL-1716,ZONE-B,84.22,8
SL-1717,ZONE-C,66.41,0
SL-1718,ZONE-D,82.77,3
SL-1719,ZONE-E,66.14,1
SL-1720,ZONE-A,71.45,2
SL-1721,ZONE-B,79.65,3
SL-1722,ZONE-C,72.63,2
SL-1723,ZONE-D,76.79,1
SL-1724,ZONE-E,67.68,1
SL-1725,ZONE-A,78.84,3
SL-1726,ZONE-B,84.14,7
SL-1727,ZONE-C,71.49,0
SL-1728,ZONE-D,81.75,4
SL-1729,ZONE-E,67.4,2
SL-1730,ZONE-A,76.46,3
SL-1731,ZONE-B,86.1,5
SL-1732,ZONE-C,64.96,2
SL-1733,ZONE-D,81.84,3
SL-1734,ZONE-E,66.6,2
SL-1735,ZONE-A,71.17,0
SL-1736,ZONE-B,80.75,8
SL-1737,ZONE-C,65.48,1
SL-1738,ZONE-D,78.6,4
SL-1739,ZONE-E,66.86,1
SL-1740,ZONE-A,72.32,0
SL-1741,ZONE-B,82.89,6
SL-1742,ZONE-C,68.03,0
SL-1743,ZONE-D,73.62,2
SL-1744,ZONE-E,73.09,1
SL-1745,ZONE-A,71.35,1
SL-1746,ZONE-B,82.11,3
SL-1747,ZONE-C,64.84,2
SL-1748,ZONE-D,81.28,7
SL-1749,ZONE-E,75.57,4
SL-1750,ZONE-A,72.27,2
SL-1751,ZONE-B,81.8,8
SL-1752,ZONE-C,64.67,0
SL-1753,ZONE-D,80.47,6
SL-1754,ZONE-E,67.38,0
SL-1755,ZONE-A,73.83,1
SL-1756,ZONE-B,80.55,3
SL-1757,ZONE-C,63.7,1
SL-1758,ZONE-D,77.22,3
SL-1759,ZONE-E,73.39,2
SL-1760,ZONE-A,76.63,1
SL-1761,ZONE-B,77.52,3
SL-1762,ZONE-C,68.97,2
SL-1763,ZONE-D,74.26,2
SL-1764,ZONE-E,71.6,1
SL-1765,ZONE-A,73.66,0
SL-1766,ZONE-B,78.29,3
SL-1767,ZONE-C,63.11,1
SL-1768,ZONE-D,77.26,4
SL-1769,ZONE-E,72.49,1
SL-1770,ZONE-A,75.38,4
SL-1771,ZONE-B,77.31,3
SL-1772,ZONE-C,65.74,0
SL-1773,ZONE-D,80.35,6
SL-1774,ZONE-E,66.79,0
SL-1775,ZONE-A,71.93,1
SL-1776,ZONE-B,84.84,4
SL-1777,ZONE-C,66.69,2
SL-1778,ZONE-D,75.89,2
SL-1779,ZONE-E,70.8,1
SL-1780,ZONE-A,74.91,2
SL-1781,ZONE-B,84.6,6
SL-1782,ZONE-C,67.99,1
SL-1783,ZONE-D,81.23,6
SL-1784,ZONE-E,75.52,1
SL-1785,ZONE-A,70.2,2
SL-1786,ZONE-B,83.06,6
SL-1787,ZONE-C,65.14,0
SL-1788,ZONE-D,81.8,7
SL-1789,ZONE-E,72.52,0
SL-1790,ZONE-A,71.04,2
SL-1791,ZONE-B,79.43,3
SL-1792,ZONE-C,67.9,1
SL-1793,ZONE-D,79.67,2
SL-1794,ZONE-E,69.23,1
SL-1795,ZONE-A,75.96,1
SL-1796,ZONE-B,78.68,2
SL-1797,ZONE-C,64.48,0
SL-1798,ZONE-D,78.22,2
SL-1799,ZONE-E,66.49,1
SL-1800,ZONE-A,79.69,3
SL-1801,ZONE-B,85.5,3
SL-1802,ZONE-C,68.87,1
SL-1803,ZONE-D,79.83,1
SL-1804,ZONE-E,69.8,1
SL-1805,ZONE-A,74.74,2
SL-1806,ZONE-B,80.94,7
SL-1807,ZONE-C,70.69,0
SL-1808,ZONE-D,80.93,7
SL-1809,ZONE-E,72.4,0
SL-1810,ZONE-A,77.32,2
SL-1811,ZONE-B,86.03,8
SL-1812,ZONE-C,70.66,2
SL-1813,ZONE-D,75.29,3
SL-1814,ZONE-E,75.55,3
SL-1815,ZONE-A,73.52,2
SL-1816,ZONE-B,83.6,3
SL-1817,ZONE-C,64.4,2
SL-1818,ZONE-D,74.67,1
SL-1819,ZONE-E,69.98,1
SL-1820,ZONE-A,78.45,1
SL-1821,ZONE-B,78.3,2
SL-1822,ZONE-C,70.36,2
SL-1823,ZONE-D,75.41,4
SL-1824,ZONE-E,70.28,1
SL-1825,ZONE-A,77.59,1
SL-1826,ZONE-B,77.52,3
SL-1827,ZONE-C,71.85,2
SL-1828,ZONE-D,81.94,3
SL-1829,ZONE-E,74.48,2
SL-1830,ZONE-A,71.88,2
SL-1831,ZONE-B,86.14,8
SL-1832,ZONE-C,66.75,2
SL-1833,ZONE-D,75.14,1
SL-1834,ZONE-E,69.42,1
SL-1835,ZONE-A,74.07,0
SL-1836,ZONE-B,81.07,4
SL-1837,ZONE-C,66.05,1
SL-1838,ZONE-D,79.82,4
SL-1839,ZONE-E,74.75,1
SL-1840,ZONE-A,75.96,3
SL-1841,ZONE-B,82.64,5
SL-1842,ZONE-C,71.13,1
SL-1843,ZONE-D,81.22,8
SL-1844,ZONE-E,68.52,0
SL-1845,ZONE-A,71.69,2
SL-1846,ZONE-B,79.36,4
SL-1847,ZONE-C,71.77,2
SL-1848,ZONE-D,79.95,1
SL-1849,ZONE-E,69.43,2
SL-1850,ZONE-A,72.89,1
SL-1851,ZONE-B,81.94,7
SL-1852,ZONE-C,72.33,0
SL-1853,ZONE-D,81.45,3
SL-1854,ZONE-E,67.37,1
SL-1855,ZONE-A,70.99,1
SL-1856,ZONE-B,81.62,6
SL-1857,ZONE-C,68.66,0
SL-1858,ZONE-D,77.07,1
SL-1859,ZONE-E,73.03,2
SL-1860,ZONE-A,75.32,4
SL-1861,ZONE-B,85.11,3
SL-1862,ZONE-C,64.07,0
SL-1863,ZONE-D,81.73,6
SL-1864,ZONE-E,71.16,0
SL-1865,ZONE-A,77.47,4
SL-1866,ZONE-B,81.74,4
SL-1867,ZONE-C,70.54,2
SL-1868,ZONE-D,73.21,1
SL-1869,ZONE-E,73.85,0
SL-1870,ZONE-A,75.27,4
SL-1871,ZONE-B,77.26,2
SL-1872,ZONE-C,64.14,2
SL-1873,ZONE-D,78.61,4
SL-1874,ZONE-E,68.33,2
SL-1875,ZONE-A,76.13,4
SL-1876,ZONE-B,80.03,5
SL-1877,ZONE-C,66.38,0
SL-1878,ZONE-D,75.71,4
SL-1879,ZONE-E,68.34,0
SL-1880,ZONE-A,71.7,1
SL-1881,ZONE-B,79.64,3
SL-1882,ZONE-C,66.25,0
SL-1883,ZONE-D,76.68,1
SL-1884,ZONE-E,66.23,1
SL-1885,ZONE-A,70.35,0
SL-1886,ZONE-B,85.62,7
SL-1887,ZONE-C,64.2,0
SL-1888,ZONE-D,77.49,2
SL-1889,ZONE-E,67.31,0
SL-1890,ZONE-A,73.14,1
SL-1891,ZONE-B,77.49,3
SL-1892,ZONE-C,63.57,0
SL-1893,ZONE-D,76.47,1
SL-1894,ZONE-E,67.52,1
SL-1895,ZONE-A,76.63,1
SL-1896,ZONE-B,78.61,4
SL-1897,ZONE-C,65.46,0
SL-1898,ZONE-D,78.69,1
SL-1899,ZONE-E,68.63,0
SL-1900,ZONE-A,76.31,2
SL-1901,ZONE-B,84.79,4
SL-1902,ZONE-C,70.18,2
SL-1903,ZONE-D,76.12,1
SL-1904,ZONE-E,75.6,3
SL-1905,ZONE-A,74.55,0
SL-1906,ZONE-B,80.5,4
SL-1907,ZONE-C,68.45,1
SL-1908,ZONE-D,75.28,4
SL-1909,ZONE-E,66.94,2
SL-1910,ZONE-A,74.98,0
SL-1911,ZONE-B,82.06,6
SL-1912,ZONE-C,69.6,1
SL-1913,ZONE-D,79.09,4
SL-1914,ZONE-E,66.75,0
SL-1915,ZONE-A,71.8,1
SL-1916,ZONE-B,85.46,8
SL-1917,ZONE-C,66.85,1
SL-1918,ZONE-D,82.61,6
SL-1919,ZONE-E,70.07,2
SL-1920,ZONE-A,77.33,4
SL-1921,ZONE-B,83.47,4
SL-1922,ZONE-C,66.19,1
SL-1923,ZONE-D,75.27,1
SL-1924,ZONE-E,70.19,1
SL-1925,ZONE-A,72.29,2
SL-1926,ZONE-B,82.85,6
SL-1927,ZONE-C,66.36,2
SL-1928,ZONE-D,75.4,4
SL-1929,ZONE-E,67.07,1
SL-1930,ZONE-A,72.37,0
SL-1931,ZONE-B,78.42,4
SL-1932,ZONE-C,65.14,2
SL-1933,ZONE-D,80.69,6
SL-1934,ZONE-E,68.54,0
SL-1935,ZONE-A,74.07,0
SL-1936,ZONE-B,83.0,5
SL-1937,ZONE-C,66.7,1
SL-1938,ZONE-D,73.24,2
SL-1939,ZONE-E,67.44,0
SL-1940,ZONE-A,78.51,1
SL-1941,ZONE-B,80.32,3
SL-1942,ZONE-C,68.68,0
SL-1943,ZONE-D,73.49,1
SL-1944,ZONE-E,72.94,2
SL-1945,ZONE-A,75.75,4
SL-1946,ZONE-B,78.39,1
SL-1947,ZONE-C,71.67,2
SL-1948,ZONE-D,75.91,3
SL-1949,ZONE-E,73.81,2
SL-1950,ZONE-A,79.15,2
SL-1951,ZONE-B,81.05,4
SL-1952,ZONE-C,68.66,0
SL-1953,ZONE-D,73.4,1
SL-1954,ZONE-E,70.56,0
SL-1955,ZONE-A,79.68,3
SL-1956,ZONE-B,78.98,4
SL-1957,ZONE-C,69.81,1
SL-1958,ZONE-D,78.26,2
SL-1959,ZONE-E,67.94,2
SL-1960,ZONE-A,79.9,1
SL-1961,ZONE-B,86.42,6
SL-1962,ZONE-C,69.24,0
SL-1963,ZONE-D,76.84,2
SL-1964,ZONE-E,70.58,2
SL-1965,ZONE-A,75.13,2
SL-1966,ZONE-B,81.45,3
SL-1967,ZONE-C,65.18,2
SL-1968,ZONE-D,80.33,5
SL-1969,ZONE-E,69.43,0
SL-1970,ZONE-A,78.85,3
SL-1971,ZONE-B,83.15,6
SL-1972,ZONE-C,65.83,0
SL-1973,ZONE-D,78.43,3
SL-1974,ZONE-E,66.85,1
SL-1975,ZONE-A,76.47,3
SL-1976,ZONE-B,78.68,2
SL-1977,ZONE-C,70.21,2
SL-1978,ZONE-D,81.0,7
SL-1979,ZONE-E,74.55,2
SL-1980,ZONE-A,75.0,2
SL-1981,ZONE-B,77.58,4
SL-1982,ZONE-C,69.01,1
SL-1983,ZONE-D,73.9,2
SL-1984,ZONE-E,66.57,2
SL-1985,ZONE-A,71.01,0
SL-1986,ZONE-B,85.05,7
SL-1987,ZONE-C,63.07,1
SL-1988,ZONE-D,81.55,6
SL-1989,ZONE-E,75.17,4
SL-1990,ZONE-A,71.89,2
SL-1991,ZONE-B,77.86,4
SL-1992,ZONE-C,67.24,2
SL-1993,ZONE-D,75.46,1
SL-1994,ZONE-E,68.94,2
SL-1995,ZONE-A,77.54,4
SL-1996,ZONE-B,86.39,5
SL-1997,ZONE-C,72.1,2
SL-1998,ZONE-D,75.48,1
SL-1999,ZONE-E,73.35,1
SL-2000,ZONE-A,78.31,2
SL-2001,ZONE-B,85.5,8
SL-2002,ZONE-C,63.03,1
SL-2003,ZONE-D,82.1,8
SL-2004,ZONE-E,66.51,0
SL-2005,ZONE-A,79.32,3
SL-2006,ZONE-B,80.78,3
SL-2007,ZONE-C,72.96,2
SL-2008,ZONE-D,82.59,7
SL-2009,ZONE-E,71.4,2
SL-2010,ZONE-A,70.38,0
SL-2011,ZONE-B,83.77,3
SL-2012,ZONE-C,72.86,1
SL-2013,ZONE-D,74.07,0
SL-2014,ZONE-E,67.89,0
SL-2015,ZONE-A,70.62,2
SL-2016,ZONE-B,83.18,5
SL-2017,ZONE-C,70.25,1
SL-2018,ZONE-D,80.45,5
SL-2019,ZONE-E,75.34,1
SL-2020,ZONE-A,77.02,3
SL-2021,ZONE-B,85.53,3
SL-2022,ZONE-C,72.52,2
SL-2023,ZONE-D,73.79,2
SL-2024,ZONE-E,72.57,0
SL-2025,ZONE-A,75.32,4
SL-2026,ZONE-B,86.58,5
SL-2027,ZONE-C,67.4,0
SL-2028,ZONE-D,82.8,7
SL-2029,ZONE-E,72.77,0
SL-2030,ZONE-A,71.76,0
SL-2031,ZONE-B,81.27,4
SL-2032,ZONE-C,67.89,2
SL-2033,ZONE-D,77.51,1
SL-2034,ZONE-E,68.51,2
SL-2035,ZONE-A,79.44,3
SL-2036,ZONE-B,80.6,8
SL-2037,ZONE-C,71.94,0
SL-2038,ZONE-D,76.72,1
SL-2039,ZONE-E,66.69,0
SL-2040,ZONE-A,72.45,0
SL-2041,ZONE-B,85.25,4
SL-2042,ZONE-C,71.8,0
SL-2043,ZONE-D,82.1,3
SL-2044,ZONE-E,74.92,1
SL-2045,ZONE-A,71.98,0
SL-2046,ZONE-B,78.21,2
SL-2047,ZONE-C,70.66,2
SL-2048,ZONE-D,74.72,1
SL-2049,ZONE-E,74.98,0
SL-2050,ZONE-A,75.6,4
SL-2051,ZONE-B,84.93,6
SL-2052,ZONE-C,68.68,0
SL-2053,ZONE-D,76.92,1
SL-2054,ZONE-E,72.36,2
SL-2055,ZONE-A,78.64,1
SL-2056,ZONE-B,78.3,3
SL-2057,ZONE-C,70.09,1
SL-2058,ZONE-D,82.35,6
SL-2059,ZONE-E,73.32,1
SL-2060,ZONE-A,78.28,3
SL-2061,ZONE-B,80.16,3
SL-2062,ZONE-C,65.49,2
SL-2063,ZONE-D,76.25,4
SL-2064,ZONE-E,67.57,2
SL-2065,ZONE-A,79.61,3
SL-2066,ZONE-B,82.41,7
SL-2067,ZONE-C,64.89,2
SL-2068,ZONE-D,73.43,1
SL-2069,ZONE-E,69.33,2
SL-2070,ZONE-A,78.57,3
SL-2071,ZONE-B,79.37,3
SL-2072,ZONE-C,69.84,1
SL-2073,ZONE-D,73.29,0
SL-2074,ZONE-E,67.93,1
SL-2075,ZONE-A,79.6,2
SL-2076,ZONE-B,82.08,4
SL-2077,ZONE-C,69.58,0
SL-2078,ZONE-D,74.11,0
SL-2079,ZONE-E,70.33,0
SL-2080,ZONE-A,73.52,1
SL-2081,ZONE-B,81.71,3
SL-2082,ZONE-C,68.27,2
SL-2083,ZONE-D,82.36,7
SL-2084,ZONE-E,75.8,2
SL-2085,ZONE-A,73.6,1
SL-2086,ZONE-B,80.0,2
SL-2087,ZONE-C,63.33,1
SL-2088,ZONE-D,77.12,2
SL-2089,ZONE-E,66.09,2
SL-2090,ZONE-A,77.61,4
SL-2091,ZONE-B,79.24,3
SL-2092,ZONE-C,69.67,1
SL-2093,ZONE-D,74.29,2
SL-2094,ZONE-E,74.84,0
SL-2095,ZONE-A,71.93,2
SL-2096,ZONE-B,84.14,7
SL-2097,ZONE-C,63.21,0
SL-2098,ZONE-D,79.75,4
SL-2099,ZONE-E,75.91,2
SL-2100,ZONE-A,76.14,3
SL-2101,ZONE-B,84.63,4
SL-2102,ZONE-C,64.49,0
SL-2103,ZONE-D,79.33,4
SL-2104,ZONE-E,70.97,1
SL-2105,ZONE-A,76.65,4
SL-2106,ZONE-B,86.1,3
SL-2107,ZONE-C,64.83,2
SL-2108,ZONE-D,77.27,4
SL-2109,ZONE-E,75.98,4
SL-2110,ZONE-A,70.34,2
SL-2111,ZONE-B,79.24,2
SL-2112,ZONE-C,72.72,2
SL-2113,ZONE-D,76.27,3
SL-2114,ZONE-E,74.16,1
SL-2115,ZONE-A,78.46,1
SL-2116,ZONE-B,85.9,7
SL-2117,ZONE-C,65.35,2
SL-2118,ZONE-D,74.68,2
SL-2119,ZONE-E,68.78,2
SL-2120,ZONE-A,77.27,3
SL-2121,ZONE-B,78.63,4
SL-2122,ZONE-C,68.05,2
SL-2123,ZONE-D,75.52,4
SL-2124,ZONE-E,71.45,0
SL-2125,ZONE-A,71.7,0
SL-2126,ZONE-B,81.23,8
SL-2127,ZONE-C,66.88,0
SL-2128,ZONE-D,76.0,1
SL-2129,ZONE-E,72.29,2
SL-2130,ZONE-A,78.96,2
SL-2131,ZONE-B,80.07,4
SL-2132,ZONE-C,63.5,2
SL-2133,ZONE-D,79.87,2
SL-2134,ZONE-E,72.69,2
SL-2135,ZONE-A,70.56,0
SL-2136,ZONE-B,80.54,5
SL-2137,ZONE-C,69.0,0
SL-2138,ZONE-D,73.61,1
SL-2139,ZONE-E,66.85,2
SL-2140,ZONE-A,76.25,1
SL-2141,ZONE-B,85.5,7
SL-2142,ZONE-C,72.7,2
SL-2143,ZONE-D,79.22,1
SL-2144,ZONE-E,69.64,0
SL-2145,ZONE-A,80.0,2
SL-2146,ZONE-B,85.54,3
SL-2147,ZONE-C,67.22,1
SL-2148,ZONE-D,79.94,2
SL-2149,ZONE-E,69.46,2
SL-2150,ZONE-A,79.35,2
SL-2151,ZONE-B,79.0,4
SL-2152,ZONE-C,69.32,1
SL-2153,ZONE-D,76.14,4
SL-2154,ZONE-E,69.46,0
SL-2155,ZONE-A,71.37,1
SL-2156,ZONE-B,78.0,4
SL-2157,ZONE-C,70.97,0
SL-2158,ZONE-D,76.26,4
SL-2159,ZONE-E,73.74,0
SL-2160,ZONE-A,77.78,4
SL-2161,ZONE-B,82.05,4
SL-2162,ZONE-C,64.93,2
SL-2163,ZONE-D,81.96,5
SL-2164,ZONE-E,67.89,0
SL-2165,ZONE-A,77.95,4
SL-2166,ZONE-B,77.23,1
SL-2167,ZONE-C,63.99,0
SL-2168,ZONE-D,78.36,3
SL-2169,ZONE-E,74.44,1
SL-2170,ZONE-A,75.83,4
SL-2171,ZONE-B,82.94,7
SL-2172,ZONE-C,69.32,2
SL-2173,ZONE-D,75.07,3
SL-2174,ZONE-E,72.57,0
SL-2175,ZONE-A,71.76,0
SL-2176,ZONE-B,79.35,3
SL-2177,ZONE-C,67.74,1
SL-2178,ZONE-D,73.1,1
SL-2179,ZONE-E,66.75,1
SL-2180,ZONE-A,75.06,2
SL-2181,ZONE-B,85.64,4
SL-2182,ZONE-C,64.85,2
SL-2183,ZONE-D,81.16,8
SL-2184,ZONE-E,69.55,1
SL-2185,ZONE-A,71.65,2
SL-2186,ZONE-B,85.38,5
SL-2187,ZONE-C,63.72,0
SL-2188,ZONE-D,76.02,4
SL-2189,ZONE-E,74.07,0
SL-2190,ZONE-A,76.39,1
SL-2191,ZONE-B,79.44,3
SL-2192,ZONE-C,69.0,0
SL-2193,ZONE-D,73.98,2
SL-2194,ZONE-E,66.66,1
SL-2195,ZONE-A,79.96,2
SL-2196,ZONE-B,83.86,5
SL-2197,ZONE-C,69.9,1
SL-2198,ZONE-D,79.19,1
SL-2199,ZONE-E,72.64,1
SL-2200,ZONE-A,75.51,1
SL-2201,ZONE-B,81.57,5
SL-2202,ZONE-C,68.09,2
SL-2203,ZONE-D,79.98,1
SL-2204,ZONE-E,68.85,2
