light_id,season,avg_temperature_c,rainfall_mm,failure_risk_score,predicted_failure_date
SL-2138,monsoon,27.56,185.89,0.95,2025-12-07
SL-2138,summer,32.93,37.59,0.65,2025-12-24
SL-2138,winter,23.6,16.36,0.37,
SL-2139,monsoon,27.2,156.47,0.9,2025-12-08
SL-2139,summer,36.56,15.39,0.78,2025-12-29
SL-2139,winter,19.57,7.71,0.31,
SL-2140,monsoon,27.86,208.55,0.96,2025-12-05
SL-2140,summer,33.15,32.41,0.82,2025-12-22
SL-2140,winter,23.92,16.2,0.43,
SL-2141,monsoon,29.08,183.85,0.95,2025-12-06
SL-2141,summer,33.12,25.81,0.57,2026-01-14
SL-2141,winter,24.34,5.2,0.36,
SL-2142,monsoon,28.71,239.63,0.87,2025-12-19
SL-2142,summer,33.11,39.07,0.68,2025-12-18
SL-2142,winter,24.43,7.52,0.45,
SL-2143,monsoon,25.51,208.08,0.78,2025-12-27
SL-2143,summer,32.15,22.62,0.71,2025-12-23
SL-2143,winter,21.51,19.14,0.3,
SL-2144,monsoon,27.69,195.06,0.94,2025-12-05
SL-2144,summer,35.08,22.06,0.85,2025-12-20
SL-2144,winter,18.36,17.94,0.42,
SL-2145,monsoon,27.32,223.79,0.96,2025-12-07
SL-2145,summer,35.57,22.83,0.69,2025-12-18
SL-2145,winter,23.86,12.41,0.37,
SL-2146,monsoon,27.6,180.2,0.92,2025-12-06
SL-2146,summer,33.17,28.58,0.73,2026-01-02
SL-2146,winter,21.75,15.22,0.44,
SL-2147,monsoon,26.02,185.73,0.98,2025-12-04
SL-2147,summer,37.61,20.94,0.83,2025-12-26
SL-2147,winter,24.31,13.32,0.35,
SL-2148,monsoon,29.13,186.73,0.95,2025-12-04
SL-2148,summer,33.56,29.1,0.77,2025-12-09
SL-2148,winter,18.66,14.04,0.45,
SL-2149,monsoon,29.89,172.54,0.99,2025-12-03
SL-2149,summer,35.79,30.12,0.94,2025-12-04
SL-2149,winter,24.88,19.45,0.49,
SL-2150,monsoon,29.0,158.6,0.98,2025-12-03
SL-2150,summer,32.07,31.22,0.71,2025-12-31
SL-2150,winter,24.8,15.03,0.36,
SL-2151,monsoon,26.63,203.62,0.99,2025-12-03
SL-2151,summer,32.69,29.15,0.77,2025-12-18
SL-2151,winter,22.1,7.08,0.65,2025-12-23
SL-2152,monsoon,27.08,200.88,0.99,2025-12-03
SL-2152,summer,33.44,38.93,0.87,2025-12-04
SL-2152,winter,18.74,11.69,0.5,
SL-2153,monsoon,25.93,169.32,0.95,
SL-2153,summer,36.48,27.25,0.83,
SL-2153,winter,21.03,12.3,0.42,
SL-2154,monsoon,29.7,215.14,0.99,2025-12-03
SL-2154,summer,36.43,33.75,0.75,2025-12-28
SL-2154,winter,23.72,15.76,0.64,2026-01-03
SL-2155,monsoon,28.57,178.28,0.89,2025-12-06
SL-2155,summer,33.52,34.76,0.76,2025-12-13
SL-2155,winter,21.44,6.41,0.53,2026-01-24
SL-2156,monsoon,26.05,185.21,0.92,2025-12-09
SL-2156,summer,37.82,25.12,0.59,2026-01-04
SL-2156,winter,19.12,9.24,0.35,
SL-2157,monsoon,28.19,248.97,0.99,2025-12-03
SL-2157,summer,33.71,34.89,0.7,2025-12-08
SL-2157,winter,18.15,9.03,0.41,
SL-2158,monsoon,26.98,159.98,0.99,2025-12-03
SL-2158,summer,33.89,35.01,0.75,2025-12-22
SL-2158,winter,22.18,6.9,0.46,
SL-2159,monsoon,27.03,212.98,0.91,2025-12-08
SL-2159,summer,37.66,32.73,0.8,2025-12-13
SL-2159,winter,23.66,12.67,0.52,2025-12-16
SL-2160,monsoon,26.45,219.54,0.99,2025-12-04
SL-2160,summer,37.95,24.91,0.68,2026-01-07
SL-2160,winter,24.53,17.27,0.39,
SL-2161,monsoon,27.37,211.04,0.82,2025-12-31
SL-2161,summer,36.47,23.57,0.76,2025-12-05
SL-2161,winter,18.62,18.42,0.47,
SL-2162,monsoon,29.87,166.86,0.91,2025-12-12
SL-2162,summer,37.68,17.95,0.76,2025-12-15
SL-2162,winter,24.97,12.62,0.54,2026-02-04
SL-2163,monsoon,25.36,189.0,0.99,2025-12-03
SL-2163,summer,36.25,29.7,0.71,2025-12-16
SL-2163,winter,24.65,5.18,0.36,
SL-2164,monsoon,28.41,187.65,0.97,2025-12-04
SL-2164,summer,34.49,31.5,0.81,2025-12-16
SL-2164,winter,20.55,18.13,0.54,2025-12-27
SL-2165,monsoon,29.58,166.13,0.99,2025-12-03
SL-2165,summer,32.93,24.03,0.67,2025-12-26
SL-2165,winter,21.98,8.2,0.37,
SL-2166,monsoon,26.93,163.78,0.99,2025-12-03
SL-2166,summer,34.94,30.95,0.62,2025-12-26
SL-2166,winter,18.08,5.05,0.41,
SL-2167,monsoon,29.28,176.57,0.81,2025-12-23
SL-2167,summer,34.69,20.67,0.61,2026-01-28
SL-2167,winter,18.55,9.09,0.34,
SL-2168,monsoon,26.57,244.32,0.99,2025-12-03
SL-2168,summer,34.65,30.65,0.89,2025-12-09
SL-2168,winter,23.1,18.41,0.58,2026-02-08
SL-2169,monsoon,29.0,159.55,0.99,
SL-2169,summer,33.86,17.88,0.76,
SL-2169,winter,24.3,13.78,0.42,
SL-2170,monsoon,26.59,200.42,0.99,2025-12-03
SL-2170,summer,34.55,15.82,0.75,2026-01-01
SL-2170,winter,24.79,14.21,0.38,
SL-2171,monsoon,25.99,239.56,0.93,2025-12-04
SL-2171,summer,37.08,38.12,0.67,2025-12-21
SL-2171,winter,21.78,13.26,0.46,
SL-2172,monsoon,25.94,159.95,0.83,2026-01-01
SL-2172,summer,34.47,17.68,0.68,2025-12-19
SL-2172,winter,19.07,19.64,0.28,
SL-2173,monsoon,28.31,239.55,0.86,2025-12-27
SL-2173,summer,36.22,16.84,0.73,2026-01-13
SL-2173,winter,19.61,13.72,0.43,
SL-2174,monsoon,25.35,188.24,0.99,2025-12-03
SL-2174,summer,35.44,34.32,0.68,2025-12-24
SL-2174,winter,20.18,17.06,0.4,
SL-2175,monsoon,26.39,188.51,0.79,2025-12-11
SL-2175,summer,35.64,33.32,0.6,2026-01-05
SL-2175,winter,22.25,12.46,0.41,
SL-2176,monsoon,26.58,227.29,0.99,2025-12-04
SL-2176,summer,36.57,22.7,0.81,2025-12-26
SL-2176,winter,18.3,10.8,0.38,
SL-2177,monsoon,27.42,248.82,0.95,2025-12-11
SL-2177,summer,33.07,25.23,0.76,2025-12-11
SL-2177,winter,24.19,16.85,0.42,
SL-2178,monsoon,27.16,176.16,0.87,2025-12-08
SL-2178,summer,34.3,22.35,0.73,2026-01-14
SL-2178,winter,23.4,19.81,0.37,
SL-2179,monsoon,27.24,189.72,0.93,2025-12-06
SL-2179,summer,37.82,33.57,0.77,2025-12-06
SL-2179,winter,19.2,12.46,0.51,2026-02-26
SL-2180,monsoon,25.92,157.49,0.98,2025-12-05
SL-2180,summer,37.5,20.89,0.69,2026-01-27
SL-2180,winter,19.39,9.66,0.43,
SL-2181,monsoon,28.55,181.55,0.99,2025-12-03
SL-2181,summer,34.74,19.08,0.86,2025-12-15
SL-2181,winter,18.57,18.01,0.59,2026-01-11
SL-2182,monsoon,28.01,172.41,0.78,2025-12-18
SL-2182,summer,37.91,20.73,0.71,2025-12-28
SL-2182,winter,24.3,9.58,0.3,
SL-2183,monsoon,26.0,236.76,0.96,2025-12-09
SL-2183,summer,37.69,18.7,0.65,2025-12-21
SL-2183,winter,23.06,8.88,0.51,2025-12-09
SL-2184,monsoon,25.35,218.34,0.93,2025-12-04
SL-2184,summer,35.01,38.64,0.66,2025-12-18
SL-2184,winter,18.28,14.18,0.42,
SL-2185,monsoon,26.09,237.25,0.91,2025-12-12
SL-2185,summer,32.34,30.5,0.75,2026-01-05
SL-2185,winter,19.11,11.88,0.42,
SL-2186,monsoon,29.03,183.84,0.96,2025-12-05
SL-2186,summer,32.29,26.82,0.59,2025-12-27
SL-2186,winter,24.12,6.13,0.42,
SL-2187,monsoon,27.88,216.37,0.85,2025-12-24
SL-2187,summer,32.99,16.81,0.85,2025-12-12
SL-2187,winter,21.69,17.63,0.49,
SL-2188,monsoon,26.38,226.49,0.97,2025-12-03
SL-2188,summer,32.53,18.28,0.59,2026-01-02
SL-2188,winter,22.64,12.94,0.33,
SL-2189,monsoon,29.77,212.8,0.99,2025-12-03
SL-2189,summer,32.39,37.89,0.77,2025-12-07
SL-2189,winter,20.55,7.06,0.4,
SL-2190,monsoon,27.16,197.73,0.99,2025-12-04
SL-2190,summer,32.14,28.37,0.83,2025-12-14
SL-2190,winter,23.84,15.97,0.49,
SL-2191,monsoon,28.04,198.44,0.88,2025-12-13
SL-2191,summer,37.82,39.65,0.66,2026-01-09
SL-2191,winter,19.37,10.23,0.5,
SL-2192,monsoon,28.85,157.91,0.99,2025-12-03
SL-2192,summer,36.25,31.42,0.76,2025-12-05
SL-2192,winter,20.91,19.06,0.42,
SL-2193,monsoon,29.96,218.01,0.87,
SL-2193,summer,35.75,37.67,0.73,
SL-2193,winter,19.51,19.13,0.43,
SL-2194,monsoon,27.76,193.93,0.96,2025-12-04
SL-2194,summer,32.46,32.78,0.59,2026-02-08
SL-2194,winter,23.42,5.56,0.32,
SL-2195,monsoon,27.56,168.91,0.86,2025-12-13
SL-2195,summer,34.99,39.94,0.69,2025-12-07
SL-2195,winter,20.97,16.61,0.54,2025-12-16
SL-2196,monsoon,25.21,181.96,0.99,2025-12-04
SL-2196,summer,32.29,22.32,0.83,2025-12-15
SL-2196,winter,19.63,16.51,0.39,
SL-2197,monsoon,27.47,249.47,0.79,2025-12-14
SL-2197,summer,35.57,30.45,0.69,2026-01-10
SL-2197,winter,20.57,7.97,0.31,
SL-2198,monsoon,26.61,201.1,0.99,2025-12-03
SL-2198,summer,33.01,17.96,0.65,2025-12-11
SL-2198,winter,24.66,16.41,0.36,
SL-2199,monsoon,29.34,246.94,0.97,2025-12-08
SL-2199,summer,37.89,17.45,0.77,2025-12-24
SL-2199,winter,20.05,14.36,0.4,
SL-2200,monsoon,26.46,237.0,0.9,2025-12-15
SL-2200,summer,35.54,38.14,0.82,2025-12-20
SL-2200,winter,22.51,10.42,0.55,2026-02-19
SL-2201,monsoon,27.03,222.99,0.75,2026-01-15
SL-2201,summer,33.65,17.96,0.59,2026-02-01
SL-2201,winter,18.04,6.86,0.44,
SL-2202,monsoon,27.13,157.85,0.98,2025-12-04
SL-2202,summer,32.68,20.82,0.72,2026-01-13
SL-2202,winter,21.16,18.08,0.43,
SL-2203,monsoon,25.82,152.01,0.8,2025-12-19
SL-2203,summer,37.45,21.72,0.71,2025-12-17
SL-2203,winter,20.16,5.5,0.39,
SL-2204,monsoon,25.55,191.03,0.84,2025-12-08
SL-2204,summer,36.98,28.42,0.69,2025-12-30
SL-2204,winter,19.92,15.32,0.37,
SL-2205,monsoon,27.46,178.3,0.91,2025-12-03
SL-2205,summer,37.74,17.8,0.76,2026-01-14
SL-2205,winter,24.95,15.03,0.4,
SL-2206,monsoon,29.9,210.69,0.99,2025-12-03
SL-2206,summer,34.29,15.04,0.74,2026-01-02
SL-2206,winter,20.03,10.77,0.39,
SL-2207,monsoon,27.22,168.55,0.88,2025-12-21
SL-2207,summer,36.26,27.02,0.74,2025-12-26
SL-2207,winter,19.68,16.35,0.44,
SL-2208,monsoon,27.17,227.67,0.94,2025-12-12
SL-2208,summer,34.59,33.9,0.69,2025-12-13
SL-2208,winter,24.57,12.47,0.41,
SL-2209,monsoon,25.73,187.88,0.93,2025-12-09
SL-2209,summer,33.52,26.36,0.81,2026-01-04
SL-2209,winter,19.46,13.66,0.36,
SL-2210,monsoon,27.34,207.49,0.87,2025-12-16
SL-2210,summer,35.71,35.18,0.82,2025-12-09
SL-2210,winter,21.95,16.91,0.42,
SL-2211,monsoon,28.3,161.29,0.99,2025-12-03
SL-2211,summer,35.19,15.34,0.93,2025-12-08
SL-2211,winter,18.01,9.22,0.54,2026-01-20
SL-2212,monsoon,28.83,196.26,0.88,2025-12-20
SL-2212,summer,33.95,35.63,0.7,2026-01-02
SL-2212,winter,21.76,7.64,0.37,
SL-2213,monsoon,29.1,191.06,0.99,2025-12-03
SL-2213,summer,32.45,24.3,0.67,2025-12-31
SL-2213,winter,24.37,15.08,0.54,2025-12-15
SL-2214,monsoon,29.86,244.94,0.89,2025-12-22
SL-2214,summer,35.14,17.88,0.68,2026-01-26
SL-2214,winter,20.55,19.21,0.34,
SL-2215,monsoon,25.03,193.84,0.85,2025-12-25
SL-2215,summer,36.55,15.61,0.83,2025-12-09
SL-2215,winter,22.6,16.13,0.46,
SL-2216,monsoon,27.15,203.69,0.99,2025-12-03
SL-2216,summer,36.33,30.92,0.84,2025-12-18
SL-2216,winter,18.25,11.09,0.65,2026-01-07
SL-2217,monsoon,25.92,199.07,0.89,2025-12-03
SL-2217,summer,34.98,23.85,0.66,2025-12-29
SL-2217,winter,18.04,6.24,0.53,2026-02-02
SL-2218,monsoon,28.59,173.78,0.86,2025-12-21
SL-2218,summer,35.48,35.08,0.77,2025-12-07
SL-2218,winter,19.08,19.79,0.38,
SL-2219,monsoon,27.83,153.64,0.97,2025-12-05
SL-2219,summer,32.64,26.13,0.73,2025-12-07
SL-2219,winter,22.12,10.18,0.38,
SL-2220,monsoon,28.79,201.79,0.97,2025-12-07
SL-2220,summer,36.86,19.36,0.64,2026-02-04
SL-2220,winter,19.77,19.76,0.49,
SL-2221,monsoon,27.57,177.66,0.87,2025-12-25
SL-2221,summer,37.86,15.9,0.72,2026-01-17
SL-2221,winter,23.17,9.6,0.44,
SL-2222,monsoon,26.48,229.05,0.98,
SL-2222,summer,37.54,15.78,0.75,
SL-2222,winter,18.79,18.6,0.41,
SL-2223,monsoon,28.73,191.29,0.94,2025-12-04
SL-2223,summer,33.46,39.99,0.84,2025-12-28
SL-2223,winter,20.51,16.04,0.41,
SL-2224,monsoon,27.63,221.82,0.96,2025-12-05
SL-2224,summer,37.6,29.32,0.83,2025-12-13
SL-2224,winter,21.21,11.49,0.48,
SL-2225,monsoon,28.63,193.18,0.96,2025-12-05
SL-2225,summer,37.82,22.51,0.69,2025-12-22
SL-2225,winter,24.86,12.06,0.47,
SL-2226,monsoon,26.76,157.97,0.99,2025-12-04
SL-2226,summer,37.34,33.21,0.86,2025-12-17
SL-2226,winter,19.57,17.19,0.63,2025-12-14
SL-2227,monsoon,25.2,184.4,0.88,2025-12-14
SL-2227,summer,34.9,23.51,0.71,2025-12-30
SL-2227,winter,22.6,8.72,0.39,
SL-2228,monsoon,29.99,178.16,0.76,2026-01-02
SL-2228,summer,32.9,21.14,0.71,2025-12-28
SL-2228,winter,22.15,15.92,0.3,
SL-2229,monsoon,28.23,229.99,0.99,2025-12-03
SL-2229,summer,33.32,25.2,0.78,2025-12-29
SL-2229,winter,23.73,8.93,0.5,
SL-2230,monsoon,27.78,193.87,0.86,2025-12-21
SL-2230,summer,35.59,35.34,0.72,2025-12-06
SL-2230,winter,18.23,19.18,0.41,
SL-2231,monsoon,28.44,171.03,0.87,2025-12-18
SL-2231,summer,34.56,36.4,0.59,2026-01-07
SL-2231,winter,18.69,16.14,0.34,
SL-2232,monsoon,25.67,228.51,0.87,2025-12-21
SL-2232,summer,34.68,27.3,0.61,2025-12-30
SL-2232,winter,23.11,6.03,0.32,
SL-2233,monsoon,29.33,195.23,0.99,2025-12-03
SL-2233,summer,32.52,19.09,0.75,2026-01-01
SL-2233,winter,23.5,9.78,0.45,
SL-2234,monsoon,28.95,239.91,0.99,2025-12-03
SL-2234,summer,34.71,27.19,0.75,2025-12-08
SL-2234,winter,23.29,6.26,0.55,2025-12-10
SL-2235,monsoon,25.82,156.82,0.99,2025-12-03
SL-2235,summer,36.83,37.44,0.69,2026-01-07
SL-2235,winter,21.11,14.39,0.44,
SL-2236,monsoon,29.79,208.85,0.83,2026-01-02
SL-2236,summer,36.84,31.92,0.59,2025-12-20
SL-2236,winter,23.58,11.44,0.29,
SL-2237,monsoon,25.85,180.63,0.78,2025-12-18
SL-2237,summer,36.27,37.7,0.66,2026-01-14
SL-2237,winter,24.59,16.53,0.34,
SL-2238,monsoon,26.33,197.8,0.99,
SL-2238,summer,34.66,23.32,0.66,
SL-2238,winter,19.39,6.43,0.5,
SL-2239,monsoon,27.09,190.88,0.99,2025-12-03
SL-2239,summer,35.35,25.75,0.68,2025-12-23
SL-2239,winter,22.47,18.25,0.53,2026-01-13
SL-2240,monsoon,29.28,219.7,0.83,2025-12-29
SL-2240,summer,36.6,27.06,0.62,2025-12-15
SL-2240,winter,20.93,16.67,0.3,
SL-2241,monsoon,28.4,192.6,0.84,2025-12-10
SL-2241,summer,32.93,18.37,0.67,2026-01-19
SL-2241,winter,22.95,19.28,0.27,
SL-2242,monsoon,29.56,209.08,0.99,2025-12-04
SL-2242,summer,32.19,16.73,0.9,2025-12-07
SL-2242,winter,22.05,18.21,0.56,2026-02-14
SL-2243,monsoon,29.64,234.32,0.87,2025-12-20
SL-2243,summer,33.79,22.94,0.74,2026-01-13
SL-2243,winter,21.08,12.1,0.52,2025-12-13
SL-2244,monsoon,28.22,242.3,0.94,2025-12-11
SL-2244,summer,34.19,31.22,0.67,2025-12-23
SL-2244,winter,23.82,11.57,0.39,
SL-2245,monsoon,29.45,214.34,0.92,2025-12-07
SL-2245,summer,37.83,26.28,0.8,2025-12-13
SL-2245,winter,24.27,17.43,0.41,
SL-2246,monsoon,28.49,222.38,0.99,2025-12-04
SL-2246,summer,34.74,37.08,0.82,2025-12-18
SL-2246,winter,18.76,11.4,0.48,
SL-2247,monsoon,29.04,157.71,0.89,2025-12-21
SL-2247,summer,32.65,15.01,0.62,2026-01-11
SL-2247,winter,23.9,7.81,0.36,
SL-2248,monsoon,29.17,236.94,0.99,2025-12-04
SL-2248,summer,32.99,20.2,0.83,2025-12-04
SL-2248,winter,19.22,9.35,0.46,
SL-2249,monsoon,26.3,162.35,0.87,2025-12-07
SL-2249,summer,35.58,30.06,0.73,2026-01-04
SL-2249,winter,24.72,8.72,0.33,
SL-2250,monsoon,28.69,204.66,0.78,2026-01-08
SL-2250,summer,35.06,21.28,0.54,2025-12-21
SL-2250,winter,24.42,11.0,0.25,
SL-2251,monsoon,26.34,203.35,0.99,2025-12-03
SL-2251,summer,35.25,24.26,0.85,2025-12-12
SL-2251,winter,19.51,15.84,0.46,
SL-2252,monsoon,27.04,188.33,0.85,2025-12-22
SL-2252,summer,34.63,25.0,0.69,2025-12-23
SL-2252,winter,21.5,18.54,0.4,
SL-2253,monsoon,29.28,201.79,0.93,
SL-2253,summer,32.12,39.36,0.69,
SL-2253,winter,20.81,6.02,0.36,
SL-2254,monsoon,28.43,235.69,0.99,2025-12-04
SL-2254,summer,35.07,32.57,0.76,2025-12-16
SL-2254,winter,23.7,6.64,0.46,
SL-2255,monsoon,29.58,244.16,0.92,2025-12-03
SL-2255,summer,35.41,35.65,0.75,2025-12-31
SL-2255,winter,23.89,13.93,0.44,
SL-2256,monsoon,26.98,200.05,0.88,2025-12-11
SL-2256,summer,36.35,23.22,0.75,2025-12-05
SL-2256,winter,21.31,12.17,0.37,
SL-2257,monsoon,25.96,172.56,0.93,2025-12-14
SL-2257,summer,33.64,28.72,0.84,2025-12-25
SL-2257,winter,18.68,12.86,0.4,
SL-2258,monsoon,27.27,214.07,0.81,2025-12-09
SL-2258,summer,34.92,28.16,0.64,2025-12-21
SL-2258,winter,23.04,6.11,0.33,
SL-2259,monsoon,26.01,215.85,0.92,2025-12-06
SL-2259,summer,32.4,29.07,0.73,2025-12-30
SL-2259,winter,24.63,15.81,0.42,
SL-2260,monsoon,29.15,233.64,0.99,2025-12-03
SL-2260,summer,32.63,21.28,0.83,2025-12-26
SL-2260,winter,18.22,14.35,0.43,
SL-2261,monsoon,25.73,219.56,0.98,2025-12-03
SL-2261,summer,33.6,34.75,0.72,2026-01-04
SL-2261,winter,18.19,9.1,0.43,
SL-2262,monsoon,28.17,238.77,0.98,2025-12-06
SL-2262,summer,34.55,35.08,0.72,2025-12-11
SL-2262,winter,21.19,8.6,0.39,
SL-2263,monsoon,29.28,163.86,0.99,2025-12-04
SL-2263,summer,34.04,34.41,0.75,2026-01-07
SL-2263,winter,18.58,10.85,0.47,
SL-2264,monsoon,26.48,165.01,0.97,2025-12-04
SL-2264,summer,36.83,30.57,0.78,2025-12-08
SL-2264,winter,22.29,11.89,0.47,
SL-2265,monsoon,28.3,188.63,0.98,2025-12-06
SL-2265,summer,33.79,23.62,0.65,2025-12-28
SL-2265,winter,23.28,5.43,0.36,
SL-2266,monsoon,26.81,195.75,0.99,2025-12-03
SL-2266,summer,36.46,23.84,0.67,2026-01-20
SL-2266,winter,18.4,8.62,0.5,
SL-2267,monsoon,27.71,215.17,0.86,2025-12-22
SL-2267,summer,33.86,27.45,0.79,2026-01-07
SL-2267,winter,24.35,18.26,0.37,
SL-2268,monsoon,25.08,228.21,0.86,2025-12-26
SL-2268,summer,32.55,37.94,0.7,2025-12-19
SL-2268,winter,20.35,7.83,0.43,
SL-2269,monsoon,28.67,207.79,0.86,2025-12-18
SL-2269,summer,37.17,38.89,0.79,2025-12-06
SL-2269,winter,21.91,14.83,0.36,
SL-2270,monsoon,28.33,196.49,0.91,2025-12-14
SL-2270,summer,35.62,39.94,0.71,2026-01-20
SL-2270,winter,23.55,9.34,0.49,
SL-2271,monsoon,28.34,191.84,0.86,2025-12-20
SL-2271,summer,37.05,30.23,0.79,2026-01-01
SL-2271,winter,22.53,5.58,0.46,
SL-2272,monsoon,26.7,220.32,0.95,
SL-2272,summer,37.16,36.81,0.74,
SL-2272,winter,23.03,17.33,0.51,
SL-2273,monsoon,26.59,223.53,0.99,2025-12-03
SL-2273,summer,32.41,24.14,0.78,2026-01-04
SL-2273,winter,20.34,5.73,0.39,
SL-2274,monsoon,28.45,212.28,0.88,2025-12-21
SL-2274,summer,37.39,34.18,0.78,2025-12-28
SL-2274,winter,19.37,8.48,0.43,
SL-2275,monsoon,29.01,177.73,0.91,2025-12-06
SL-2275,summer,34.43,19.82,0.84,2025-12-31
SL-2275,winter,18.35,13.08,0.44,
SL-2276,monsoon,29.07,213.89,0.93,2025-12-05
SL-2276,summer,32.36,33.9,0.65,2026-01-16
SL-2276,winter,24.03,6.47,0.54,2025-12-31
SL-2277,monsoon,28.26,239.03,0.96,2025-12-03
SL-2277,summer,32.61,27.03,0.75,2025-12-07
SL-2277,winter,24.86,13.09,0.55,2025-12-24
SL-2278,monsoon,28.65,197.0,0.82,2025-12-13
SL-2278,summer,36.86,21.15,0.64,2026-01-31
SL-2278,winter,22.97,8.31,0.33,
SL-2279,monsoon,28.38,244.17,0.99,2025-12-03
SL-2279,summer,37.25,32.11,0.9,2025-12-19
SL-2279,winter,18.55,14.58,0.45,
SL-2280,monsoon,28.96,193.1,0.89,2025-12-10
SL-2280,summer,32.55,20.13,0.7,2025-12-28
SL-2280,winter,24.14,10.55,0.4,
SL-2281,monsoon,26.08,222.69,0.89,2025-12-11
SL-2281,summer,32.03,38.73,0.74,2025-12-26
SL-2281,winter,20.14,9.07,0.33,
SL-2282,monsoon,27.2,177.18,0.95,2025-12-09
SL-2282,summer,32.45,18.28,0.69,2025-12-08
SL-2282,winter,24.23,18.25,0.37,
SL-2283,monsoon,29.82,202.95,0.77,2026-01-04
SL-2283,summer,35.94,20.3,0.63,2026-01-18
SL-2283,winter,23.33,16.75,0.39,
SL-2284,monsoon,25.99,174.75,0.89,2025-12-19
SL-2284,summer,33.36,16.85,0.71,2025-12-15
SL-2284,winter,20.53,12.07,0.48,
SL-2285,monsoon,27.71,150.15,0.85,2025-12-24
SL-2285,summer,35.01,23.78,0.69,2026-01-17
SL-2285,winter,18.24,7.36,0.46,
SL-2286,monsoon,25.19,198.44,0.92,2025-12-11
SL-2286,summer,34.96,27.17,0.83,2025-12-29
SL-2286,winter,19.22,18.25,0.52,2026-01-11
SL-2287,monsoon,26.39,226.3,0.88,2025-12-07
SL-2287,summer,36.93,25.82,0.6,2025-12-28
SL-2287,winter,21.53,8.58,0.29,
SL-2288,monsoon,26.84,160.15,0.86,2025-12-26
SL-2288,summer,33.71,36.18,0.79,2025-12-11
SL-2288,winter,22.86,17.57,0.36,
SL-2289,monsoon,29.44,151.88,0.99,2025-12-04
SL-2289,summer,37.73,17.26,0.75,2025-12-14
SL-2289,winter,21.71,17.49,0.51,2025-12-09
SL-2290,monsoon,28.9,229.19,0.86,2025-12-12
SL-2290,summer,35.42,32.34,0.58,2025-12-16
SL-2290,winter,19.85,18.55,0.34,
SL-2291,monsoon,29.3,181.33,0.99,
SL-2291,summer,32.55,27.56,0.69,
SL-2291,winter,24.4,8.45,0.35,
SL-2292,monsoon,29.87,172.3,0.99,2025-12-04
SL-2292,summer,33.68,29.29,0.82,2025-12-25
SL-2292,winter,19.69,8.04,0.49,
SL-2293,monsoon,26.76,227.94,0.76,2026-01-08
SL-2293,summer,35.37,15.56,0.57,2026-02-03
SL-2293,winter,18.55,17.64,0.34,
SL-2294,monsoon,25.01,200.77,0.96,2025-12-04
SL-2294,summer,35.2,18.23,0.79,2025-12-10
SL-2294,winter,20.47,7.43,0.37,
SL-2295,monsoon,26.76,247.83,0.9,
SL-2295,summer,37.16,18.72,0.71,
SL-2295,winter,18.16,13.89,0.38,
SL-2296,monsoon,29.18,202.02,0.87,2025-12-23
SL-2296,summer,37.55,36.31,0.73,2026-01-02
SL-2296,winter,20.16,12.3,0.28,
SL-2297,monsoon,25.36,209.13,0.96,
SL-2297,summer,37.41,28.31,0.64,
SL-2297,winter,24.31,5.32,0.49,
SL-2298,monsoon,28.3,156.83,0.85,2025-12-17
SL-2298,summer,36.42,17.04,0.8,2026-01-06
SL-2298,winter,24.83,19.62,0.39,
SL-2299,monsoon,26.92,218.04,0.99,2025-12-03
SL-2299,summer,32.09,30.85,0.74,2025-12-27
SL-2299,winter,22.77,8.08,0.48,
SL-2300,monsoon,26.25,150.39,0.85,2025-12-13
SL-2300,summer,33.67,30.94,0.74,2026-01-08
SL-2300,winter,18.5,6.37,0.47,
SL-2301,monsoon,25.81,194.0,0.95,2025-12-09
SL-2301,summer,34.19,37.73,0.79,2026-01-06
SL-2301,winter,19.31,11.47,0.49,
SL-2302,monsoon,26.64,222.9,0.9,2025-12-07
SL-2302,summer,34.04,35.34,0.71,2026-01-10
SL-2302,winter,19.19,13.72,0.42,
SL-2303,monsoon,27.25,172.14,0.84,2025-12-09
SL-2303,summer,36.28,32.4,0.61,2026-01-09
SL-2303,winter,19.45,18.54,0.27,
SL-2304,monsoon,28.63,203.0,0.99,2025-12-03
SL-2304,summer,34.89,24.05,0.77,2025-12-26
SL-2304,winter,24.71,5.23,0.44,
SL-2305,monsoon,27.16,236.32,0.9,2025-12-08
SL-2305,summer,36.77,34.34,0.59,2026-02-09
SL-2305,winter,22.25,7.27,0.42,
SL-2306,monsoon,27.34,179.54,0.99,2025-12-03
SL-2306,summer,34.7,16.17,0.71,2025-12-26
SL-2306,winter,19.78,10.36,0.5,
SL-2307,monsoon,25.13,205.58,0.94,2025-12-10
SL-2307,summer,32.61,38.86,0.74,2025-12-17
SL-2307,winter,20.86,11.82,0.41,
SL-2308,monsoon,25.19,180.78,0.99,2025-12-04
SL-2308,summer,33.89,27.04,0.77,2025-12-22
SL-2308,winter,20.42,11.54,0.38,
SL-2309,monsoon,25.95,159.22,0.76,2025-12-18
SL-2309,summer,33.05,33.42,0.56,2026-01-08
SL-2309,winter,21.5,6.34,0.28,
SL-2310,monsoon,27.6,217.63,0.99,2025-12-03
SL-2310,summer,36.2,24.2,0.71,2025-12-21
SL-2310,winter,24.71,17.32,0.55,2026-01-30
SL-2311,monsoon,28.47,197.69,0.88,2025-12-18
SL-2311,summer,36.01,28.09,0.73,2026-01-01
SL-2311,winter,23.31,12.08,0.4,
