request_id,light_id,reported_at,resolved_at,issue_type
REQ-0634,SL-3457,2025-06-09 13:45:35,2025-06-12 17:45:35,bulb_failure
REQ-0635,SL-3725,2025-06-09 13:45:35,2025-06-10 20:45:35,sensor_failure
REQ-0636,SL-4613,2025-06-09 13:45:35,2025-06-13 21:45:35,bulb_failure
REQ-0637,SL-1822,2025-06-09 13:45:35,2025-06-12 15:45:35,bulb_failure
REQ-0638,SL-0205,2025-06-09 13:45:35,2025-06-13 16:45:35,pole_damage
REQ-0639,SL-4950,2025-06-10 13:45:35,2025-06-13 15:45:35,bulb_failure
REQ-0640,SL-2636,2025-06-10 13:45:35,2025-06-12 17:45:35,wiring
REQ-0641,SL-1825,2025-06-10 13:45:35,,bulb_failure
REQ-0642,SL-2778,2025-06-10 13:45:35,2025-06-14 16:45:35,vandalism
REQ-0643,SL-4010,2025-06-10 13:45:35,2025-06-12 16:45:35,vandalism
REQ-0644,SL-4443,2025-06-10 13:45:35,2025-06-12 20:45:35,power_supply
REQ-0645,SL-4068,2025-06-11 13:45:35,,sensor_failure
REQ-0646,SL-0957,2025-06-11 13:45:35,2025-06-15 16:45:35,wiring
REQ-0647,SL-3460,2025-06-11 13:45:35,2025-06-13 20:45:35,bulb_failure
REQ-0648,SL-3407,2025-06-11 13:45:35,2025-06-14 16:45:35,wiring
REQ-0649,SL-4135,2025-06-11 13:45:35,2025-06-15 16:45:35,vandalism
REQ-0650,SL-0903,2025-06-11 13:45:35,2025-06-13 18:45:35,power_supply
REQ-0651,SL-1712,2025-06-11 13:45:35,2025-06-14 14:45:35,wiring
REQ-0652,SL-1477,2025-06-11 13:45:35,2025-06-16 18:45:35,wiring
REQ-0653,SL-3902,2025-06-11 13:45:35,2025-06-15 21:45:35,wiring
REQ-0654,SL-1679,2025-06-12 13:45:35,2025-06-16 21:45:35,bulb_failure
REQ-0655,SL-1773,2025-06-12 13:45:35,2025-06-14 18:45:35,bulb_failure
REQ-0656,SL-0417,2025-06-12 13:45:35,2025-06-17 14:45:35,power_supply
REQ-0657,SL-2909,2025-06-12 13:45:35,2025-06-17 14:45:35,bulb_failure
REQ-0658,SL-3889,2025-06-13 13:45:35,2025-06-16 18:45:35,wiring
REQ-0659,SL-4158,2025-06-13 13:45:35,2025-06-18 16:45:35,power_supply
REQ-0660,SL-1760,2025-06-13 13:45:35,2025-06-20 19:45:35,sensor_failure
REQ-0661,SL-4076,2025-06-13 13:45:35,2025-06-19 15:45:35,bulb_failure
REQ-0662,SL-3930,2025-06-13 13:45:35,2025-06-15 16:45:35,wiring
REQ-0663,SL-2322,2025-06-14 13:45:35,2025-06-18 16:45:35,wiring
REQ-0664,SL-0028,2025-06-14 13:45:35,2025-06-21 19:45:35,power_supply
REQ-0665,SL-3580,2025-06-14 13:45:35,2025-06-15 18:45:35,power_supply
REQ-0666,SL-2938,2025-06-14 13:45:35,2025-06-20 18:45:35,bulb_failure
REQ-0667,SL-3476,2025-06-15 13:45:35,2025-06-19 16:45:35,bulb_failure
REQ-0668,SL-3142,2025-06-15 13:45:35,2025-06-17 21:45:35,vandalism
REQ-0669,SL-1018,2025-06-15 13:45:35,2025-06-18 16:45:35,wiring
REQ-0670,SL-1421,2025-06-15 13:45:35,2025-06-18 19:45:35,power_supply
REQ-0671,SL-3762,2025-06-16 13:45:35,2025-06-18 16:45:35,bulb_failure
REQ-0672,SL-4954,2025-06-16 13:45:35,2025-06-18 20:45:35,power_supply
REQ-0673,SL-2316,2025-06-16 13:45:35,2025-06-17 18:45:35,pole_damage
REQ-0674,SL-2346,2025-06-16 13:45:35,2025-06-17 21:45:35,wiring
REQ-0675,SL-4947,2025-06-17 13:45:35,2025-06-20 15:45:35,bulb_failure
REQ-0676,SL-4466,2025-06-17 13:45:35,2025-06-21 16:45:35,bulb_failure
REQ-0677,SL-4413,2025-06-17 13:45:35,2025-06-21 16:45:35,wiring
REQ-0678,SL-0445,2025-06-17 13:45:35,2025-06-22 19:45:35,wiring
REQ-0679,SL-2037,2025-06-17 13:45:35,,power_supply
REQ-0680,SL-3232,2025-06-17 13:45:35,2025-06-21 17:45:35,bulb_failure
REQ-0681,SL-3533,2025-06-17 13:45:35,2025-06-20 20:45:35,wiring
REQ-0682,SL-4370,2025-06-17 13:45:35,2025-06-19 20:45:35,bulb_failure
REQ-0683,SL-1525,2025-06-18 13:45:35,2025-06-23 19:45:35,wiring
REQ-0684,SL-4797,2025-06-18 13:45:35,2025-06-20 16:45:35,wiring
REQ-0685,SL-0786,2025-06-19 13:45:35,2025-06-22 17:45:35,bulb_failure
REQ-0686,SL-2089,2025-06-19 13:45:35,2025-06-24 20:45:35,sensor_failure
REQ-0687,SL-1237,2025-06-19 13:45:35,2025-06-24 14:45:35,pole_damage
REQ-0688,SL-4078,2025-06-20 13:45:35,2025-06-23 21:45:35,vandalism
REQ-0689,SL-0660,2025-06-20 13:45:35,2025-06-23 19:45:35,bulb_failure
REQ-0690,SL-0122,2025-06-20 13:45:35,2025-06-22 19:45:35,wiring
REQ-0691,SL-1713,2025-06-20 13:45:35,2025-06-22 21:45:35,sensor_failure
REQ-0692,SL-4472,2025-06-20 13:45:35,2025-06-22 17:45:35,bulb_failure
REQ-0693,SL-0166,2025-06-20 13:45:35,2025-06-23 14:45:35,sensor_failure
REQ-0694,SL-4864,2025-06-20 13:45:35,2025-06-23 14:45:35,wiring
REQ-0695,SL-2089,2025-06-21 13:45:35,2025-06-24 20:45:35,wiring
REQ-0696,SL-0305,2025-06-21 13:45:35,2025-06-23 18:45:35,pole_damage
REQ-0697,SL-3018,2025-06-21 13:45:35,2025-06-24 21:45:35,wiring
REQ-0698,SL-0108,2025-06-21 13:45:35,2025-06-25 18:45:35,bulb_failure
REQ-0699,SL-4686,2025-06-21 13:45:35,2025-06-24 18:45:35,wiring
REQ-0700,SL-4389,2025-06-21 13:45:35,2025-06-24 20:45:35,sensor_failure
REQ-0701,SL-2050,2025-06-21 13:45:35,2025-06-24 15:45:35,sensor_failure
REQ-0702,SL-3461,2025-06-21 13:45:35,2025-06-23 20:45:35,bulb_failure
REQ-0703,SL-3298,2025-06-21 13:45:35,2025-06-24 14:45:35,wiring
REQ-0704,SL-4135,2025-06-22 13:45:35,,sensor_failure
REQ-0705,SL-0839,2025-06-22 13:45:35,2025-06-23 14:45:35,power_supply
REQ-0706,SL-4019,2025-06-22 13:45:35,2025-06-25 14:45:35,sensor_failure
REQ-0707,SL-1580,2025-06-22 13:45:35,2025-06-23 21:45:35,vandalism
REQ-0708,SL-0889,2025-06-22 13:45:35,2025-06-27 16:45:35,bulb_failure
REQ-0709,SL-4610,2025-06-22 13:45:35,2025-06-23 16:45:35,vandalism
REQ-0710,SL-2812,2025-06-22 13:45:35,2025-06-28 18:45:35,vandalism
REQ-0711,SL-1712,2025-06-22 13:45:35,2025-06-26 17:45:35,pole_damage
REQ-0712,SL-3492,2025-06-23 13:45:35,2025-06-27 18:45:35,power_supply
REQ-0713,SL-2698,2025-06-23 13:45:35,2025-06-30 14:45:35,wiring
REQ-0714,SL-1818,2025-06-23 13:45:35,2025-06-26 20:45:35,wiring
REQ-0715,SL-4884,2025-06-23 13:45:35,,bulb_failure
REQ-0716,SL-2360,2025-06-23 13:45:35,2025-06-28 15:45:35,wiring
REQ-0717,SL-3122,2025-06-23 13:45:35,2025-06-26 21:45:35,pole_damage
REQ-0718,SL-3782,2025-06-23 13:45:35,2025-06-27 21:45:35,bulb_failure
REQ-0719,SL-1885,2025-06-23 13:45:35,2025-06-27 19:45:35,sensor_failure
REQ-0720,SL-0660,2025-06-23 13:45:35,2025-06-25 15:45:35,power_supply
REQ-0721,SL-4681,2025-06-24 13:45:35,2025-06-30 16:45:35,wiring
REQ-0722,SL-0663,2025-06-24 13:45:35,2025-06-27 21:45:35,bulb_failure
REQ-0723,SL-1268,2025-06-24 13:45:35,2025-06-27 14:45:35,sensor_failure
REQ-0724,SL-3249,2025-06-24 13:45:35,2025-06-29 20:45:35,wiring
REQ-0725,SL-4974,2025-06-24 13:45:35,2025-06-27 16:45:35,bulb_failure
REQ-0726,SL-4311,2025-06-25 13:45:35,2025-06-29 20:45:35,wiring
REQ-0727,SL-3260,2025-06-25 13:45:35,2025-06-28 15:45:35,sensor_failure
REQ-0728,SL-3471,2025-06-25 13:45:35,2025-06-26 16:45:35,bulb_failure
REQ-0729,SL-4256,2025-06-25 13:45:35,2025-06-29 15:45:35,power_supply
REQ-0730,SL-0641,2025-06-25 13:45:35,2025-06-28 21:45:35,power_supply
REQ-0731,SL-4415,2025-06-25 13:45:35,2025-06-29 14:45:35,wiring
REQ-0732,SL-3284,2025-06-25 13:45:35,2025-06-29 16:45:35,bulb_failure
REQ-0733,SL-0068,2025-06-26 13:45:35,2025-06-29 15:45:35,wiring
REQ-0734,SL-3221,2025-06-26 13:45:35,2025-06-28 21:45:35,sensor_failure
REQ-0735,SL-1465,2025-06-26 13:45:35,2025-06-29 18:45:35,vandalism
REQ-0736,SL-1402,2025-06-26 13:45:35,2025-06-30 15:45:35,bulb_failure
REQ-0737,SL-2653,2025-06-27 13:45:35,,bulb_failure
REQ-0738,SL-0386,2025-06-27 13:45:35,2025-06-29 14:45:35,wiring
REQ-0739,SL-4564,2025-06-27 13:45:35,2025-06-30 14:45:35,bulb_failure
REQ-0740,SL-2216,2025-06-27 13:45:35,2025-06-30 16:45:35,bulb_failure
REQ-0741,SL-0280,2025-06-27 13:45:35,2025-07-01 15:45:35,bulb_failure
REQ-0742,SL-0236,2025-06-27 13:45:35,2025-07-04 14:45:35,sensor_failure
REQ-0743,SL-2880,2025-06-27 13:45:35,,power_supply
REQ-0744,SL-2356,2025-06-27 13:45:35,2025-06-29 20:45:35,power_supply
REQ-0745,SL-1539,2025-06-27 13:45:35,2025-07-01 15:45:35,bulb_failure
REQ-0746,SL-3170,2025-06-27 13:45:35,2025-07-03 21:45:35,bulb_failure
REQ-0747,SL-1088,2025-06-27 13:45:35,2025-07-04 21:45:35,wiring
REQ-0748,SL-4342,2025-06-27 13:45:35,2025-07-01 17:45:35,vandalism
REQ-0749,SL-4905,2025-06-27 13:45:35,2025-06-29 19:45:35,bulb_failure
REQ-0750,SL-4953,2025-06-28 13:45:35,2025-07-01 16:45:35,bulb_failure
REQ-0751,SL-0460,2025-06-28 13:45:35,2025-07-02 14:45:35,wiring
REQ-0752,SL-3028,2025-06-28 13:45:35,,vandalism
REQ-0753,SL-3011,2025-06-28 13:45:35,2025-07-02 19:45:35,pole_damage
REQ-0754,SL-4180,2025-06-28 13:45:35,2025-07-03 16:45:35,bulb_failure
REQ-0755,SL-2916,2025-06-28 13:45:35,2025-07-02 14:45:35,wiring
REQ-0756,SL-3333,2025-06-28 13:45:35,2025-07-01 20:45:35,vandalism
REQ-0757,SL-2916,2025-06-29 13:45:35,2025-06-30 17:45:35,vandalism
REQ-0758,SL-1600,2025-06-29 13:45:35,2025-07-03 21:45:35,vandalism
REQ-0759,SL-2408,2025-06-29 13:45:35,2025-07-01 19:45:35,pole_damage
REQ-0760,SL-2221,2025-06-29 13:45:35,2025-07-02 21:45:35,wiring
REQ-0761,SL-1887,2025-06-29 13:45:35,2025-07-02 18:45:35,sensor_failure
REQ-0762,SL-2411,2025-06-29 13:45:35,2025-06-30 19:45:35,bulb_failure
REQ-0763,SL-2589,2025-06-30 13:45:35,2025-07-04 18:45:35,power_supply
REQ-0764,SL-4296,2025-06-30 13:45:35,2025-07-04 14:45:35,bulb_failure
REQ-0765,SL-2197,2025-06-30 13:45:35,2025-07-05 19:45:35,bulb_failure
REQ-0766,SL-3981,2025-06-30 13:45:35,2025-07-03 16:45:35,bulb_failure
REQ-0767,SL-1914,2025-07-01 13:45:35,2025-07-04 18:45:35,vandalism
REQ-0768,SL-0047,2025-07-01 13:45:35,,sensor_failure
REQ-0769,SL-0804,2025-07-01 13:45:35,2025-07-08 14:45:35,wiring
REQ-0770,SL-3664,2025-07-01 13:45:35,2025-07-04 14:45:35,wiring
REQ-0771,SL-3800,2025-07-01 13:45:35,2025-07-04 18:45:35,wiring
REQ-0772,SL-0781,2025-07-01 13:45:35,2025-07-07 18:45:35,bulb_failure
REQ-0773,SL-2092,2025-07-01 13:45:35,2025-07-04 15:45:35,bulb_failure
REQ-0774,SL-3768,2025-07-02 13:45:35,2025-07-07 21:45:35,bulb_failure
REQ-0775,SL-1717,2025-07-02 13:45:35,2025-07-06 20:45:35,wiring
REQ-0776,SL-0165,2025-07-02 13:45:35,2025-07-03 14:45:35,bulb_failure
REQ-0777,SL-1274,2025-07-02 13:45:35,2025-07-07 19:45:35,power_supply
REQ-0778,SL-3231,2025-07-02 13:45:35,2025-07-05 21:45:35,pole_damage
REQ-0779,SL-2904,2025-07-03 13:45:35,2025-07-07 19:45:35,wiring
REQ-0780,SL-4541,2025-07-03 13:45:35,2025-07-04 16:45:35,power_supply
REQ-0781,SL-4348,2025-07-03 13:45:35,2025-07-07 19:45:35,power_supply
REQ-0782,SL-2393,2025-07-03 13:45:35,2025-07-06 16:45:35,pole_damage
REQ-0783,SL-4704,2025-07-03 13:45:35,2025-07-07 19:45:35,vandalism
REQ-0784,SL-0190,2025-07-03 13:45:35,2025-07-07 18:45:35,wiring
REQ-0785,SL-4994,2025-07-04 13:45:35,2025-07-07 14:45:35,wiring
REQ-0786,SL-0743,2025-07-04 13:45:35,2025-07-07 21:45:35,power_supply
REQ-0787,SL-4801,2025-07-04 13:45:35,2025-07-05 16:45:35,vandalism
REQ-0788,SL-3045,2025-07-04 13:45:35,2025-07-06 20:45:35,vandalism
REQ-0789,SL-4820,2025-07-04 13:45:35,2025-07-06 14:45:35,wiring
REQ-0790,SL-1435,2025-07-04 13:45:35,2025-07-08 17:45:35,bulb_failure
REQ-0791,SL-2539,2025-07-04 13:45:35,2025-07-07 21:45:35,power_supply
REQ-0792,SL-3853,2025-07-04 13:45:35,2025-07-08 14:45:35,bulb_failure
REQ-0793,SL-0847,2025-07-04 13:45:35,2025-07-08 18:45:35,pole_damage
REQ-0794,SL-1128,2025-07-05 13:45:35,2025-07-09 15:45:35,pole_damage
REQ-0795,SL-0312,2025-07-05 13:45:35,2025-07-07 21:45:35,bulb_failure
REQ-0796,SL-3262,2025-07-05 13:45:35,,wiring
REQ-0797,SL-3200,2025-07-05 13:45:35,2025-07-08 14:45:35,bulb_failure
REQ-0798,SL-1753,2025-07-05 13:45:35,2025-07-07 16:45:35,sensor_failure
REQ-0799,SL-2855,2025-07-05 13:45:35,2025-07-08 21:45:35,wiring
REQ-0800,SL-1581,2025-07-05 13:45:35,2025-07-12 16:45:35,power_supply
REQ-0801,SL-2120,2025-07-06 13:45:35,2025-07-10 21:45:35,wiring
REQ-0802,SL-4184,2025-07-06 13:45:35,2025-07-08 21:45:35,pole_damage
REQ-0803,SL-3379,2025-07-06 13:45:35,2025-07-10 15:45:35,vandalism
REQ-0804,SL-0080,2025-07-06 13:45:35,2025-07-09 19:45:35,bulb_failure
REQ-0805,SL-3716,2025-07-06 13:45:35,2025-07-11 21:45:35,bulb_failure
REQ-0806,SL-1601,2025-07-07 13:45:35,2025-07-10 21:45:35,bulb_failure
REQ-0807,SL-3620,2025-07-07 13:45:35,2025-07-09 20:45:35,wiring
REQ-0808,SL-4860,2025-07-07 13:45:35,,power_supply
REQ-0809,SL-2686,2025-07-07 13:45:35,2025-07-09 14:45:35,power_supply
REQ-0810,SL-1645,2025-07-07 13:45:35,2025-07-13 17:45:35,sensor_failure
REQ-0811,SL-3350,2025-07-07 13:45:35,2025-07-12 17:45:35,bulb_failure
REQ-0812,SL-0879,2025-07-07 13:45:35,2025-07-11 14:45:35,pole_damage
REQ-0813,SL-4372,2025-07-07 13:45:35,2025-07-14 21:45:35,sensor_failure
REQ-0814,SL-2064,2025-07-07 13:45:35,,wiring
REQ-0815,SL-3994,2025-07-07 13:45:35,2025-07-08 18:45:35,bulb_failure
REQ-0816,SL-1856,2025-07-07 13:45:35,2025-07-12 14:45:35,wiring
REQ-0817,SL-3678,2025-07-07 13:45:35,2025-07-10 19:45:35,power_supply
REQ-0818,SL-2799,2025-07-08 13:45:35,2025-07-10 14:45:35,bulb_failure
REQ-0819,SL-3305,2025-07-08 13:45:35,2025-07-11 15:45:35,power_supply
REQ-0820,SL-3055,2025-07-08 13:45:35,2025-07-13 19:45:35,vandalism
REQ-0821,SL-3303,2025-07-08 13:45:35,2025-07-11 16:45:35,sensor_failure
REQ-0822,SL-2214,2025-07-08 13:45:35,2025-07-09 19:45:35,power_supply
REQ-0823,SL-2449,2025-07-08 13:45:35,2025-07-10 21:45:35,bulb_failure
REQ-0824,SL-4953,2025-07-09 13:45:35,2025-07-11 20:45:35,bulb_failure
REQ-0825,SL-2454,2025-07-09 13:45:35,2025-07-11 20:45:35,bulb_failure
REQ-0826,SL-2666,2025-07-09 13:45:35,2025-07-11 18:45:35,bulb_failure
REQ-0827,SL-4599,2025-07-09 13:45:35,2025-07-13 14:45:35,bulb_failure
REQ-0828,SL-0819,2025-07-09 13:45:35,2025-07-10 17:45:35,bulb_failure
REQ-0829,SL-4736,2025-07-10 13:45:35,2025-07-11 15:45:35,wiring
REQ-0830,SL-1571,2025-07-10 13:45:35,2025-07-12 14:45:35,wiring
REQ-0831,SL-4945,2025-07-10 13:45:35,2025-07-12 19:45:35,vandalism
REQ-0832,SL-3815,2025-07-10 13:45:35,2025-07-13 14:45:35,wiring
REQ-0833,SL-3232,2025-07-10 13:45:35,2025-07-13 16:45:35,bulb_failure
REQ-0834,SL-1690,2025-07-10 13:45:35,2025-07-12 16:45:35,bulb_failure
REQ-0835,SL-0674,2025-07-10 13:45:35,2025-07-12 15:45:35,wiring
REQ-0836,SL-1564,2025-07-10 13:45:35,2025-07-14 14:45:35,pole_damage
REQ-0837,SL-2525,2025-07-10 13:45:35,2025-07-13 14:45:35,vandalism
REQ-0838,SL-2562,2025-07-10 13:45:35,2025-07-14 17:45:35,sensor_failure
REQ-0839,SL-3716,2025-07-11 13:45:35,,wiring
REQ-0840,SL-4276,2025-07-11 13:45:35,2025-07-14 18:45:35,vandalism
REQ-0841,SL-1238,2025-07-11 13:45:35,2025-07-17 15:45:35,bulb_failure
REQ-0842,SL-1976,2025-07-11 13:45:35,2025-07-15 14:45:35,wiring
REQ-0843,SL-1636,2025-07-11 13:45:35,2025-07-15 14:45:35,wiring
REQ-0844,SL-0874,2025-07-11 13:45:35,2025-07-14 19:45:35,wiring
REQ-0845,SL-1603,2025-07-11 13:45:35,2025-07-15 19:45:35,sensor_failure
REQ-0846,SL-0076,2025-07-11 13:45:35,2025-07-13 19:45:35,sensor_failure
REQ-0847,SL-1380,2025-07-12 13:45:35,2025-07-15 19:45:35,pole_damage
REQ-0848,SL-4190,2025-07-12 13:45:35,2025-07-16 18:45:35,bulb_failure
REQ-0849,SL-4325,2025-07-12 13:45:35,2025-07-19 16:45:35,sensor_failure
REQ-0850,SL-3214,2025-07-12 13:45:35,2025-07-15 16:45:35,sensor_failure
REQ-0851,SL-2609,2025-07-12 13:45:35,2025-07-15 15:45:35,sensor_failure
REQ-0852,SL-3738,2025-07-13 13:45:35,2025-07-18 17:45:35,wiring
REQ-0853,SL-2020,2025-07-13 13:45:35,2025-07-15 21:45:35,wiring
REQ-0854,SL-1228,2025-07-13 13:45:35,2025-07-17 19:45:35,bulb_failure
REQ-0855,SL-4103,2025-07-13 13:45:35,2025-07-19 16:45:35,bulb_failure
REQ-0856,SL-1697,2025-07-13 13:45:35,2025-07-16 15:45:35,bulb_failure
REQ-0857,SL-3154,2025-07-13 13:45:35,2025-07-15 18:45:35,bulb_failure
REQ-0858,SL-1391,2025-07-13 13:45:35,2025-07-16 18:45:35,wiring
REQ-0859,SL-2293,2025-07-14 13:45:35,2025-07-18 14:45:35,bulb_failure
REQ-0860,SL-0682,2025-07-14 13:45:35,2025-07-16 19:45:35,wiring
REQ-0861,SL-4990,2025-07-14 13:45:35,2025-07-16 16:45:35,bulb_failure
REQ-0862,SL-0917,2025-07-14 13:45:35,2025-07-17 19:45:35,bulb_failure
REQ-0863,SL-1236,2025-07-14 13:45:35,2025-07-19 21:45:35,bulb_failure
REQ-0864,SL-3492,2025-07-14 13:45:35,2025-07-15 15:45:35,sensor_failure
REQ-0865,SL-4891,2025-07-14 13:45:35,2025-07-15 19:45:35,sensor_failure
REQ-0866,SL-2045,2025-07-14 13:45:35,2025-07-17 18:45:35,wiring
REQ-0867,SL-1405,2025-07-15 13:45:35,2025-07-18 15:45:35,wiring
REQ-0868,SL-2841,2025-07-15 13:45:35,2025-07-19 15:45:35,wiring
REQ-0869,SL-4340,2025-07-15 13:45:35,2025-07-18 16:45:35,wiring
REQ-0870,SL-3651,2025-07-15 13:45:35,2025-07-18 17:45:35,sensor_failure
REQ-0871,SL-1527,2025-07-15 13:45:35,2025-07-18 20:45:35,wiring
REQ-0872,SL-1728,2025-07-15 13:45:35,2025-07-18 20:45:35,vandalism
REQ-0873,SL-2597,2025-07-15 13:45:35,2025-07-19 21:45:35,bulb_failure
REQ-0874,SL-4354,2025-07-15 13:45:35,2025-07-18 21:45:35,bulb_failure
REQ-0875,SL-1601,2025-07-15 13:45:35,2025-07-18 21:45:35,wiring
REQ-0876,SL-2062,2025-07-15 13:45:35,2025-07-18 14:45:35,pole_damage
REQ-0877,SL-3834,2025-07-16 13:45:35,2025-07-19 17:45:35,sensor_failure
REQ-0878,SL-2072,2025-07-16 13:45:35,2025-07-19 21:45:35,pole_damage
REQ-0879,SL-1180,2025-07-16 13:45:35,2025-07-18 20:45:35,bulb_failure
REQ-0880,SL-0603,2025-07-16 13:45:35,2025-07-17 21:45:35,bulb_failure
REQ-0881,SL-3721,2025-07-16 13:45:35,2025-07-23 20:45:35,wiring
REQ-0882,SL-2913,2025-07-16 13:45:35,2025-07-20 18:45:35,pole_damage
REQ-0883,SL-4884,2025-07-16 13:45:35,2025-07-19 20:45:35,bulb_failure
REQ-0884,SL-1727,2025-07-16 13:45:35,2025-07-21 15:45:35,wiring
REQ-0885,SL-1957,2025-07-16 13:45:35,,wiring
REQ-0886,SL-1206,2025-07-16 13:45:35,,power_supply
REQ-0887,SL-2629,2025-07-17 13:45:35,2025-07-21 16:45:35,power_supply
REQ-0888,SL-2934,2025-07-17 13:45:35,2025-07-22 14:45:35,bulb_failure
REQ-0889,SL-1424,2025-07-17 13:45:35,2025-07-22 14:45:35,pole_damage
REQ-0890,SL-3621,2025-07-17 13:45:35,2025-07-23 14:45:35,power_supply
REQ-0891,SL-0629,2025-07-17 13:45:35,2025-07-20 20:45:35,bulb_failure
REQ-0892,SL-0395,2025-07-17 13:45:35,2025-07-20 20:45:35,bulb_failure
REQ-0893,SL-2504,2025-07-17 13:45:35,2025-07-20 21:45:35,bulb_failure
REQ-0894,SL-3515,2025-07-17 13:45:35,2025-07-20 17:45:35,bulb_failure
REQ-0895,SL-0532,2025-07-18 13:45:35,2025-07-21 21:45:35,bulb_failure
REQ-0896,SL-4310,2025-07-18 13:45:35,2025-07-21 15:45:35,pole_damage
REQ-0897,SL-3551,2025-07-18 13:45:35,2025-07-25 14:45:35,wiring
REQ-0898,SL-3844,2025-07-18 13:45:35,2025-07-25 18:45:35,pole_damage
REQ-0899,SL-0008,2025-07-18 13:45:35,2025-07-22 17:45:35,wiring
REQ-0900,SL-1731,2025-07-18 13:45:35,2025-07-22 20:45:35,sensor_failure
REQ-0901,SL-0237,2025-07-18 13:45:35,,wiring
REQ-0902,SL-2940,2025-07-18 13:45:35,2025-07-20 17:45:35,bulb_failure
REQ-0903,SL-2732,2025-07-18 13:45:35,2025-07-22 20:45:35,wiring
REQ-0904,SL-3111,2025-07-19 13:45:35,2025-07-22 14:45:35,pole_damage
REQ-0905,SL-1655,2025-07-19 13:45:35,2025-07-21 19:45:35,wiring
REQ-0906,SL-3765,2025-07-20 13:45:35,2025-07-27 14:45:35,sensor_failure
REQ-0907,SL-3706,2025-07-20 13:45:35,2025-07-23 16:45:35,bulb_failure
REQ-0908,SL-4250,2025-07-20 13:45:35,2025-07-24 14:45:35,wiring
REQ-0909,SL-4594,2025-07-20 13:45:35,2025-07-23 18:45:35,power_supply
REQ-0910,SL-4833,2025-07-21 13:45:35,2025-07-25 14:45:35,wiring
REQ-0911,SL-2839,2025-07-21 13:45:35,2025-07-25 19:45:35,bulb_failure
REQ-0912,SL-4346,2025-07-21 13:45:35,2025-07-26 20:45:35,vandalism
REQ-0913,SL-2458,2025-07-21 13:45:35,2025-07-26 19:45:35,pole_damage
REQ-0914,SL-4077,2025-07-21 13:45:35,2025-07-24 18:45:35,vandalism
REQ-0915,SL-3559,2025-07-21 13:45:35,2025-07-22 15:45:35,bulb_failure
REQ-0916,SL-1410,2025-07-21 13:45:35,2025-07-22 20:45:35,pole_damage
REQ-0917,SL-4049,2025-07-21 13:45:35,2025-07-24 14:45:35,pole_damage
REQ-0918,SL-4716,2025-07-21 13:45:35,2025-07-26 16:45:35,wiring
REQ-0919,SL-4631,2025-07-21 13:45:35,2025-07-23 16:45:35,wiring
REQ-0920,SL-2991,2025-07-21 13:45:35,2025-07-22 19:45:35,vandalism
REQ-0921,SL-2303,2025-07-21 13:45:35,,wiring
REQ-0922,SL-3725,2025-07-22 13:45:35,2025-07-25 19:45:35,bulb_failure
REQ-0923,SL-2596,2025-07-22 13:45:35,2025-07-26 20:45:35,wiring
REQ-0924,SL-3103,2025-07-22 13:45:35,,bulb_failure
REQ-0925,SL-2068,2025-07-22 13:45:35,2025-07-23 21:45:35,wiring
REQ-0926,SL-3780,2025-07-23 13:45:35,2025-07-27 20:45:35,power_supply
REQ-0927,SL-4023,2025-07-23 13:45:35,2025-07-24 20:45:35,power_supply
REQ-0928,SL-0145,2025-07-23 13:45:35,2025-07-25 14:45:35,bulb_failure
REQ-0929,SL-2945,2025-07-23 13:45:35,2025-07-25 17:45:35,vandalism
REQ-0930,SL-3114,2025-07-23 13:45:35,2025-07-24 15:45:35,vandalism
REQ-0931,SL-0947,2025-07-24 13:45:35,2025-07-29 18:45:35,power_supply
REQ-0932,SL-4620,2025-07-24 13:45:35,2025-07-28 18:45:35,bulb_failure
REQ-0933,SL-3494,2025-07-24 13:45:35,2025-07-26 19:45:35,sensor_failure
REQ-0934,SL-3330,2025-07-24 13:45:35,2025-07-27 18:45:35,bulb_failure
REQ-0935,SL-2853,2025-07-24 13:45:35,2025-07-27 19:45:35,bulb_failure
REQ-0936,SL-2017,2025-07-24 13:45:35,2025-07-27 18:45:35,wiring
REQ-0937,SL-2786,2025-07-25 13:45:35,2025-07-29 14:45:35,bulb_failure
REQ-0938,SL-1367,2025-07-25 13:45:35,2025-07-29 19:45:35,sensor_failure
REQ-0939,SL-1248,2025-07-25 13:45:35,2025-07-29 21:45:35,sensor_failure
REQ-0940,SL-3585,2025-07-25 13:45:35,2025-07-30 16:45:35,bulb_failure
REQ-0941,SL-0352,2025-07-25 13:45:35,2025-07-28 20:45:35,pole_damage
REQ-0942,SL-4942,2025-07-25 13:45:35,2025-07-29 16:45:35,pole_damage
REQ-0943,SL-0981,2025-07-25 13:45:35,2025-07-27 18:45:35,power_supply
REQ-0944,SL-0055,2025-07-25 13:45:35,2025-07-28 16:45:35,bulb_failure
REQ-0945,SL-1805,2025-07-25 13:45:35,2025-07-29 20:45:35,sensor_failure
REQ-0946,SL-1537,2025-07-25 13:45:35,2025-07-28 16:45:35,pole_damage
REQ-0947,SL-4074,2025-07-26 13:45:35,2025-07-29 21:45:35,bulb_failure
REQ-0948,SL-1512,2025-07-26 13:45:35,2025-07-27 21:45:35,wiring
REQ-0949,SL-2113,2025-07-26 13:45:35,2025-07-28 14:45:35,power_supply
REQ-0950,SL-0193,2025-07-26 13:45:35,2025-07-30 15:45:35,vandalism
